Title,Article,Category
Why PM Modi running behind Chinese Prez for discussion: Owaisi,"Reacting to the alleged border dispute with China, AIMIM chief Asaduddin Owaisi accused the PM Narendra Modi-led government of keeping the country in the dark. He questioned, ""Why is the PM running behind the Chinese President [Xi Jinping] for talks? What's the reason that...government is pressuring Army to accept their solution? Why does he want to reward Chinese troops?""",Politics
Will take call on OPS after Centre's decision: Haryana CM,Haryana CM Manohar Lal Khattar said the state government will take a call on the demand for the old pension scheme (OPS) after the Centre's decision on it. CM Khattar said this in a written reply in the Monsoon Session of the State Assembly. The Centre has formed a committee to look into the issue under the national pension scheme.,Politics
"Rahul Gandhi visits Kargil War Memorial, pays tribute; pics out","Congress MP Rahul Gandhi visited the Kargil War Memorial in Ladakh and paid tribute to soldiers who lost their lives during the war against Pakistan in 1999. The Congress shared the images and said, ""Kargil is a symbol of courage and valour of our soldiers. We have pride, we have self-respect…Protecting the motherland is the responsibility of every single Indian.""",Politics
Govt must focus on onion issue before Sun mission: Shiv Sena (UBT),"In an editorial in its mouthpiece Saamana, Shiv Sena (UBT) criticised the Centre's decision to impose 40% export duty on onion. ""The people (of India) are being engaged in new missions like Moon mission, Sun mission and Venus mission. Mission Sun is all fine, but it is very much essential that the onion issue in the state stabilises,"" it said.",Politics
NCP chief's statements on Ajit creating confusion: Shiv Sena (UBT),"Reacting to NCP chief Sharad Pawar's 'Ajit is our leader' remark, the Shiv Sena (UBT) raised concerns and said that Pawar’s statements are creating confusion in the minds of party workers. Shiv Sena (UBT) MLC Ambadas Danve said, ""They (NCP) may not consider them traitors, but we consider those who left Shiv Sena (UBT) as traitors only.""",Politics
"Nitish calls Lalu 'bechara', says 'Unnecessarily being troubled'","After the CBI sought the cancellation of bail granted to former Bihar CM Lalu Prasad Yadav in fodder scam case, CM Nitish Kumar called Lalu 'bechara' (helpless) and said that Lalu is being troubled unnecessarily. He further said, ""Those at the Centre have been troubling everyone."" Earlier, Lalu Yadav said that CBI cannot challenge the bail just because it's dissatisfied.",Politics
"He's playing badminton, bail is wrong: CBI to court on Lalu's bail","The CBI challenged the bail granted to ex-Bihar CM Lalu Prasad Yadav in a fodder scam case in Supreme Court, saying the decision to grant him bail is ""wrong"". The RJD chief's lawyer said Lalu had a kidney transplant but CBI wanted to send him to jail again. To this, the CBI's lawyer said Lalu was recently seen playing badminton.",Politics
"Caste survey completed, data being compiled: Bihar CM Nitish Kumar","Bihar CM Nitish Kumar said that the caste-based survey in the state has been completed. ""Now the data is being compiled and it will soon be made public,"" he added. The caste-based survey will enable the government to work for the development of various sections of society, including those who are deprived, he said.",Politics
Respond to my letters or I'll write to President: Punjab Guv Purohit to CM Mann,"Punjab Governor Banwarilal Purohit has asked CM Bhagwant Mann to respond to his letters, failing which he would have to write to the President. ""Not furnishing the information which was sought by the governor would be plainly in dereliction of the constitutional duty,"" the latest letter read. Purohit asked Mann to submit a report on drug abuse in Punjab immediately.",Politics
AAP leader Satyendar Jain's interim bail extended till Sep 1 by SC,The Supreme Court has extended AAP leader Satyendar Jain's interim bail till September 1 after taking note of his medical report. Jain had undergone a spinal surgery in July. The top court on July 24 had extended his interim bail by five weeks. Jain was arrested in a money laundering case probed by the Enforcement Directorate.,Politics
TN minister Senthil Balaji's judicial custody extended till Aug 28,Jailed Tamil Nadu minister Senthil Balaji's judicial custody has been extended till August 28 by a special court. The jail authorities have been asked to produce Balaji physically that day for further proceedings. Balaji was arrested under the Prevention of Money Laundering Act (PMLA) by Enforcement Directorate (ED) in an alleged cash-for-jobs scam.,Politics
"China took thousands of kilometres of our land, PM lying: Rahul","Congress MP Rahul Gandhi reiterated his claim related to Chinese incursions, saying that China has gotten hold of thousands of kilometres of India’s land. Criticising PM Narendra Modi, Rahul said, ""It is sad that the PM in the Opposition meeting said that 'not even an inch of Ladakh has been taken by China'. This is a lie.""",Politics
"Jay Shah is BCCI's Secretary, isn't it 'parivaarvaad': Kanhaiya","Reacting to the BJP’s allegations of nepotism against Congress, leader Kanhaiya Kumar said that Union Home Minister Amit Shah’s son Jay Shah has become BCCI Secretary and asked if this is not 'parivaarvaad'. While addressing public gathering, Kanhaiya asked people if they had seen Jay Shah's face. He added, ""Jyotiraditya Scindia [was called dynast and now he is with BJP].""",Politics
Ex-UP minister Amarmani jailed for his pregnant girlfriend's murder in 2003 to be set free,"Former UP minister Amarmani Tripathi (66) and his wife Madhumani (61), who were sentenced to life imprisonment for the murder of poetess Madhumita Shukla in 2003, will be released from jail over old age and good behaviour, Gorakhpur jail superintendent Dilip Pandey said. Shukla was pregnant when she was murdered and she was allegedly in a relationship with Amarmani. ",Politics
"PM Modi seen wearing floral Greek headdress in Athens, video out","PM Narendra Modi received a grand welcome upon his arrival at the Hotel Grande Bretagne in Greece's capital, Athens, with chants of 'Bharat Mata Ki Jai' and 'Modi, Modi'. In a video, PM Modi can be seen wearing a floral Greek headdress and talking to children. The video also shows Indian diaspora shaking hands with the Prime Minister.",Politics
PM Narendra Modi gifts pair of 'surahi' to South African President,PM Narendra Modi gifted a pair of 'surahi' from Telangana to South African President Cyril Ramaphosa and a Nagaland shawl to his wife during his visit for the BRICS Summit. The shawl is reportedly known for its vibrant colours and intricate designs. PM Modi also gifted a Gond painting from Madhya Pradesh to Brazilian President Luiz Inacio Lula da Silva.,Politics
What's wrong: BJP leader on Rajinikanth touching UP CM Yogi's feet,"Amid controversy over actor Rajinikanth touching Uttar Pradesh CM Yogi Adityanath's feet, Tamil Nadu BJP chief K Annamalai said Rajinikanth was showing respect, and there was nothing wrong in it. Annamalai said Adityanath is the head of the Gorakhpur Mutt, and people in UP call him Maharaj. So, if Rajinikanth touches his feet, there's nothing wrong in it, he added.",Politics
Muslims are under attack in India: Rahul Gandhi,"During his interaction with youths in Kargil, Congress leader Rahul Gandhi said that Muslims aren't safe in India, adding that minorities feel ""uncomfortable"" in India. He said, ""Muslims are under attack in India. But you must also realise that there're...[others] also [who're] under attack."" ""I believe regardless of which religion you're from...you must feel comfortable in this country,"" he said.",Politics
"Ajit Pawar is our leader, there's no split in NCP: Sharad Pawar","Sharad Pawar said that there's no split in NCP, the party he founded. ""Ajit Pawar is our leader,"" he said, adding that a split happens when a big group separates at a national level. ""There is no such situation in NCP today,"" he said. Earlier, his nephew Ajit joined the Maharashtra government led by the BJP and Shiv Sena.",Politics
MK Stalin serves food to students while launching breakfast scheme,Tamil Nadu CM MK Stalin launched the expansion of the state government’s breakfast scheme for school children in Nagapattinam district. A video has surfaced on social media showing Stalin serving food to the students and also having breakfast with them. He can also be seen talking to children while they are eating. This scheme will benefit around 17 lakh students.,Politics
"Omar mocks National Integration award for The Kashmir Files, Vivek Agnihotri reacts","Former J&K CM Omar Abdullah mocked The Kashmir Files after it won the Nargis Dutt award for best film on national integration as the 69th National Film Awards were announced on Thursday. The film's director Vivek Agnihotri replied, ""This is the biggest award coming from you Omar Abdullah. If you had commented otherwise, I'd have been very disappointed. Thanks again."" ",Politics
Ex-Jharkhand CM Marandi booked for derogatory remarks against CM Soren,"Former Jharkhand CM and BJP leader Babulal Marandi has been booked for allegedly making hateful and derogatory remarks against CM Hemant Soren and his father and JMM chief Shibu Soren. Marandi in a speech purportedly said the father-son duo promoted ""nothing but corruption"". A JMM worker filed an FIR against Marandi following which he was booked under IPC sections.",Politics
"UCC unacceptable, won't accept even small change in Sharia: AIMPLB",A delegation of the All India Muslim Personal Law Board (AIMPLB) met the chairperson of the Law Commission of India and said that Uniform Civil Code (UCC) is unacceptable to Muslims. The delegation said that they won't accept a minute change in the basic format of Sharia. AIMPLB chief Maulana Khalid Saifullah Rahmani was also present during the meeting.,Politics
Film will definitely be made on Chandrayaan-3 mission: Hema Malini,"As India becomes the first country to successfully land a spacecraft on the moon's south pole, BJP MP Hema Malini said that a film will definitely be made on Chandrayaan-3 mission. She sang the song ""Chalo dildaar chalo chand ke paar chalo"" from the 'Pakeezah' movie. She added, “I was very happy to see that our India is making progress.""",Politics
"Tej Pratap Yadav pushes and grabs man by throat, video surfaces",The eldest son of former Bihar CM Lalu Prasad Yadav and Bihar Environment Minister Tej Pratap Yadav was caught pushing a person by grabbing his throat on camera. A video in which Tej Pratap was seen pushing the person and abusing him has surfaced online. The incident took place in Gopalganj where the RJD leader had gone for a visit.,Politics
I can guarantee you that we will defeat BJP in 2024: Rahul Gandhi,"While addressing a gathering in Ladakh, Congress MP Rahul Gandhi said that he can guarantee that the Congress will defeat the BJP in 2024 Lok Sabha elections. He further said, ""Elections are about to be held in Madhya Pradesh, Rajasthan, Chhattisgarh and Telangana. You will see who is going to lose...You guys shouldn’t think that Congress cannot fight the BJP.""",Politics
How did Rahul think of Manipur while visiting Ladakh: Manipur CM,"Manipur CM N Biren Singh has reacted to Congress leader Rahul Gandhi's visit to Ladakh. He said, ""How did Rahul Gandhi think of Manipur while in Ladakh? Speak of Ladakh, if you are going to Ladakh."" CM Singh added, ""What is happening in Manipur today was all created by Congress. Politics should not be done over human lives.""",Politics
PM quick to come on screen & take credit after Moon landing: INC,"Congress' KC Venugopal on Thursday asked PM Narendra Modi why he cut the budget for such crucial missions by 32%. ""You were quick to come on screen and take credit after the landing, but why has your government failed so terribly in supporting the scientists and the ISRO?"" he further asked. Chandrayaan-3 soft landed on the Moon on Wednesday.",Politics
Gandhis made Aiyar say PV Rao was PM from BJP not Congress: Patra,"BJP's Sambit Patra has said that Gandhis made former Union Minister Mani Shankar Aiyar say that former PM PV Narasimha Rao belonged to BJP and not Congress. Responding to Aiyar's remark on Rao, Patra said that the Gandhi family's spokesperson cannot tolerate someone other than a Gandhi family member becoming PM, even if the person is from within the party. ",Politics
Maharashtra govt has policy paralysis: Sule on onion export duty,"NCP (Sharad Pawar's faction) leader Supriya Sule on Thursday criticised the Maharashtra government over export duty on onions, saying that the state government was exhibiting ""complete policy paralysis"". Sule said she has been raising the issue of onions through social media for the last four months, adding that she requested the Centre to come out with a clear policy. ",Politics
"Fadnavis chants Hanuman Chalisa in Japan during Chandrayaan-3 landing, video viral","Maharashtra Deputy Chief Minister and BJP leader Devendra Fadnavis, who is in Japan for a five-day visit, chanted Hanuman Chalisa during the landing of Chandrayaan-3. ""Unmissable enthusiasm and spirit,"" he wrote while sharing the video. India has become the first nation to successfully land a spacecraft near the Moon's south pole and the fourth nation to land on the Moon. ",Politics
1 sexual predator MP brought sport to its knees: Moitra on WFI ban,"TMC MP Mahua Moitra on Thursday reacted to WFI being suspended by the United World Wrestling (UWW) for not holding its elections on time. She said, ""Shame on the BJP government, shame on @YASMinistry for allowing one sexual predator MP to bring the sport to its knees."" The elections were supposed to take place in June. ",Politics
"Sonia writes to ISRO chief, says thrilled by Chandrayaan-3 success","Congress leader Sonia Gandhi wrote a letter to ISRO chief S Somanath following Chandrayaan-3's landing on the Moon. She said she was ""thrilled"" by ISRO's ""magnificent achievement"". ""ISRO's outstanding capabilities have been built up over [the] decades,"" she added. She said the organisation is being anchored on self-resilience since the early sixties and that has contributed to its great successes.",Politics
"Centre must pay ₹4,000 per quintal for onion: Sharad Pawar","NCP chief Sharad Pawar has demanded an increase in the rate of procurement of onions by the Centre through NAFED to ₹4,000 per quintal. ""Centre's decision to give ₹2,410 per quintal is not acceptable,"" he added. Criticising Centre's decision to impose a 40% duty on onion export, Pawar said that it is ""unacceptable"" and ""it will hurt farmers"".",Politics
Chandrayaan-3's success result of Nehru's early efforts: Kharge,"Reacting to Chandrayaan-3's successful landing, Congress President Mallikarjun Kharge said that this is an achievement of system, ""not of one person"". ""These accomplishments are a testament to vision of Pandit Jawaharlal Nehru who emphasised and sincerely believed that a critical commitment to science could drive the spirit of development...Which was later followed by successive PMs,"" he added.",Politics
Ex-IAS officer Neelkanth joins BJP ahead of Chhattisgarh polls,"Former IAS officer Neelkanth Tekam, who recently resigned from service, joined BJP on Wednesday. Tekam, who belongs to the Scheduled Tribe community, served as the Collector of Kondagaon district in the past. He is likely to contest the upcoming Chhattisgarh Assembly elections from the district's Keshkal constituency. ""It is good if bureaucrats join politics,"" the 55-year-old stated.",Politics
Chand Mubarak: Akhilesh Yadav after Chandrayaan-3 lands on Moon,"Former Uttar Pradesh CM and Samajwadi Party President Akhilesh Yadav took to social media to celebrate Chandrayaan-3's soft-landing on the Moon. ""Chand Mubarak!"" he tweeted, adding, ""Ab aur bhi aage jaana hai (There is still more to explore)."" India has become the fourth country to land on the Moon. ""This is the dawn of new India,"" PM Narendra Modi said.",Politics
Congress MLA Sanjay served notice in BJP leader Sana's murder case,"Nagpur Police sent a notice to Madhya Pradesh Congress MLA Sanjay Sharma for recording his statement over BJP functionary Sana alias Heena Khan's murder. Sana's husband Amit Sahu is accused of killing her. As per reports, Sharma had a connection with Sahu. Sana was allegedly forced into a sextortion racket run by Sahu and others, who used her as honey-trap. ",Politics
ED raids in Chhattisgarh b'day gift to Bhupesh Baghel: Raj CM,"Rajasthan CM Ashok Gehlot on Wednesday said the Enforcement Directorate (ED) raids in Chhattisgarh were a ""birthday gift"" to CM Bhupesh Baghel. ""Elections are coming there (in Chhattisgarh). Wherever there are elections, the ED raids will be there. Today is the birthday of Bhupesh Baghel. So, the ED has given him a birthday gift,"" Gehlot said. ",Politics
India's space journey began in 1962: Congress' Jairam Ramesh,"Ahead of Chandrayaan-3's landing on Moon, Congress leader Jairam Ramesh shared a newspaper article and said that India's space journey began on February 23, 1962, with the formation of INCOSPAR (Indian National Committee for Space Research). ""Thanks to the farsightedness of Homi Bhabha and Vikram Sarabhai, along with the enthusiastic support of Nehru,"" he added.",Politics
"I am political heir of Ram Paswan, Chirag will get property: Paras","Union Minister Pashupati Kumar Paras on Tuesday asserted that he is the political ""heir"" of former Lok Janshakti Party chief Ram Vilas Paswan, while Chirag Paswan will inherit only his father's financial assets. ""He (Ram Vilas Paswan) had asked me to contest from his Hajipur Lok Sabha seat...saying he trusted me more than anyone in the family,"" Paras said. ",Politics
"While India celebrates, Congress whines: Malviya to Digvijaya","Reacting to Congress leader Digvijaya Singh's claim that ISRO scientists haven't received their salary in 17 months, BJP's Amit Malviya said that abominable Digvijaya called out for peddling fake news on the day ISRO is set to make India proud. ""Congress hates PM Modi, but it hates a strong resurgent India even more...While India celebrates Chandrayaan-3, Congress whines,"" he added.",Politics
PM must take note: Digvijaya on 'ISRO scientists not paid' claim,"Congress MP Digvijaya Singh said PM Narendra Modi must take note as reports have claimed that ISRO scientists behind Chandrayaan-3 haven't received salary in 17 months. This comes days after political analyst and former 'Bigg Boss' contestant Tehseen Poonawalla said on YouTube channel 'BeerBiceps' that ISRO scientists haven't been paid for three months. This claim was called ""fake"" by PIB.",Politics
Bulldozer arrives at Lucknow hospital after Mayor asked to remove shoes at ICU,"A ruckus broke out at a private hospital in Lucknow on Monday after Mayor Sushma Kharkwal was asked to remove shoes while entering ICU, reports said. Later in the evening, a bulldozer arrived at the hospital. Subsequently, Mudrika Singh from the hospital said no argument happened between Kharkwal and hospital staff. ""The reports saying Kharkwal misbehaved are false,"" she added. ",Politics
India won't be vishwaguru till Pak is albatross around neck: Aiyar,"Congress leader Mani Shankar Aiyar said India won't be able to take its due place in the world till Pakistan is an ""albatross around our necks"". India can't be 'vishwaguru' when it doesn't know what to do with its neighbour, he claimed. Aiyar said Pakistani people, not Pakistani army, are victims of the frozen dialogue between the two countries.",Politics
"Ex-Deputy CM breaks down after being denied ticket, video surfaces",Former Deputy CM of Telangana Thatikonda Rajaiah broke down in tears in front of BR Ambedkar's statue in his constituency after he was denied a BRS ticket for the upcoming Assembly elections. Rajaiah is a sitting MLA from Station Ghanpur constituency. Rajaiah was reportedly denied the ticket in view of allegations of sexual harassment by a village sarpanch.,Politics
Pakistanis don't regard India as enemy: Congress leader MS Aiyar,"Congress leader Mani Shankar Aiyar recalled that when he was posted in Pakistan as India's Consul General from 1978-1982, his wife asked, ""This is an enemy country, right?"" Aiyar added, ""I've [concluded] that...as far as the people of Pakistan are concerned, they're neither an enemy country nor do they regard India as...enemy."" Notably, the 82-year-old was born in present-day Pakistan.",Politics
Husband joins Congress as BRS MLA Rekha denied T'gana poll ticket,"BRS MLA Rekha Shyam Naik's husband, Ajmera Shyam, joined Congress after his wife was denied ticket for Telangana Assembly elections. Shyam has applied to contest as Congress candidate from Asifabad. Rekha, who is also set to join Congress, said, ""I shall teach a lesson to...BRS."" As per reports, she applied for Congress ticket from Khanapur even before joining the party.",Politics
No problem if 1-2 cr out of 22 cr Muslims die: Congress' Aziz,"Congress leader Aziz Qureshi has sparked controversy after stating that ""there was no problem if one or two crores out of 22 crore Muslims die"". ""Today, Nehru's heirs and Congress people take out religious processions, say 'Jai Ganga Maiya', and [proclaim] proudly that they are Hindus,"" he said, adding that Muslims are not slaves of political parties.",Politics
Dreaming of being PM: BJP as ambulance stopped for Nitish's convoy,"BJP's Amit Malviya has reacted to a video showing an ambulance made to stop for Bihar CM Nitish Kumar's convoy. ""Look at the insensitivity of Nitish Kumar, who is dreaming of becoming the Prime Minister. They can put someone's life at stake so that the speed of their convoy does not decrease,"" Malviya said on X.",Politics
BJP flags off video vans to 'create awareness' about GNCTD Act,"BJP flagged off video vans that will move around Delhi to explain to people why it was necessary to pass the GNCTD Bill on Delhi services in Parliament, said party leader Virendra Sachdeva. Sachdeva said the mobile video vans will visit all the Assembly constituencies. The Bill was necessary to save Delhi from the AAP government, he added.",Politics
"₹1,500 per month for women, LPG for ₹500: Kharge at MP rally","Congress chief Mallikarjun Kharge on Tuesday promised to provide ₹1,500 per month to women if his party is voted to power in Madhya Pradesh. Addressing a gathering in MP's Sagar district, Kharge said LPG cylinders will be made available at ₹500. He further promised that electricity bill for households will be waived off up to 100 units.",Politics
Feed fish to wife & kid: Raut on minister's Aishwarya eye remark,"Shiv Sena (UBT) leader Sanjay Raut has reacted to BJP leader and Maharashtra minister Vijaykumar Gavit's remark that eating fish will make a person's eyes as beautiful as those of actress Aishwarya Rai. ""Feed [fish] to your wife and kid,"" Raut said. Maharashtra Women's Commission chief Rupali Chakankar termed Gavit's remark as an insult to women. ",Politics
Kejriwal promoted rape-accused Delhi officer in 2022: Shehzad,"After Delhi CM Arvind Kejriwal suspended a government officer for allegedly raping his deceased friend's daughter, BJP spokesperson Shehzad Poonawalla asked why the accused officer was suspended on August 21 and not on August 13, when the FIR was filed. He added, ""In 2022, Kejriwal promoted him to the OSD level of the minister! Why was he patronised?""",Politics
"Onions are food of the poor, people can't eat onions in Maha: Raut","Shiv Sena (UBT) MP Sanjay Raut criticised the Maharashtra government over onion prices and said that it doesn't deserve to be in power. He further said that onions are the food of the poor and that farmers are unable to buy them. He added, ""Farmers eat onions with roti, which we call 'bhakri'...People cannot eat onions...This is not Maharashtra's culture.""",Politics
"Will leave Kamal as it is with BJP, but Nath is with us: Kharge","Congress President Mallikarjun Kharge, while addressing a gathering in MP, said former MP CM Kamal Nath always does what he says. ""I will leave 'Kamal' as it is related to BJP, but 'Nath' is with us,"" he joked, adding, ""Vote for Nath and make Congress win."" Nath said MP CM Shivraj Singh Chouhan is remembering ""sisters"" after 18 years. ",Politics
He must accept mistake: Congress MP on Rajini touching UP CM's feet,"Congress MP Manickam Tagore criticised actor Rajinikanth for touching  UP CM Yogi Adityanath's feet, saying he has done a mistake and he must accept it. ""How many CM's feet had Mr Rajinikanth touched before? Yogi Adityanath is not a 'sadhu' according to me...He makes use of all facilities of a CM. How can he be called a 'sadhu'?"" he added.",Politics
