Title,Article,Category
Odisha's 2nd Vande Bharat Train On Rourkela-Bhubaneswar Route; All Details Here,"

















 Business Analiza Pathak  August 15, 2023 10:52 AM IST ",Business
Cyber Security Firm SecureWorks Layoff 15% Of Its Workforce To Improve Margins As Losses Mount,"

















 Business Analiza Pathak  August 15, 2023 11:41 AM IST ",Business
India Will Be Among Top 3 Economies In 5 Years: PM Modi At Red Fort on 77th Independence Day,"

















 business Manmath Nayak  August 15, 2023 8:40 AM IST ",Business
"Jio 5G Now Available in 26 GHz Band, with Speeds Up to 2 Gbps","

















 Business India.com News Desk  August 14, 2023 7:48 PM IST ",Business
RBI Plans To Launch Pilot For 'Public Tech Platform' on Aug 17,"

















 Business India.com Business Desk  August 14, 2023 6:52 PM IST ",Business
Inflation in July Rises Sharply to 7.44 % from 4.87 % in June,"

















 Business India.com Business Desk  August 14, 2023 5:51 PM IST ",Business
Adani-Hindenburg Case: SEBI Seeks 15-day Extension From Supreme Court To Conclude Probe,"

















 Business India.com Business Desk  August 14, 2023 6:10 PM IST ",Business
Why 80% of Bosses Regret Initial Plans Of Asking Employees To Return To Office? Reasons Here,"

















 Business Abhijeet Sen  August 14, 2023 4:30 PM IST ",Business
Delhi Metro Commuters Can Soon Buy QR Code-Based Tickets From IRCTC | Details Here,"

















 Business Abhijeet Sen  August 14, 2023 3:38 PM IST ",Business
"Petrol, Diesel Prices on August 14: Check Latest Rates in Delhi, Noida, Gurugram, Mumbai","

















 Business Manmath Nayak  August 14, 2023 10:27 AM IST ",Business
"After Renaming Twitter, Elon Musk Switches Domain To X.com, Already Functional For Many Users","

















 Business Tahir Qureshi  August 14, 2023 12:35 AM IST ",Business
ChatGPT   s Developer Company OpenAI May Go Bankrupt In 2024: Report,"

















 Business Tahir Qureshi  August 13, 2023 7:27 PM IST ",Business
ChatGPT   s Developer Company OpenAI May Go Bankrupt In 2024: Report,"

















 Business Tahir Qureshi  August 13, 2023 7:27 PM IST ",Business
ChatGPT   s Developer Company OpenAI May Go Bankrupt In 2024: Report,"

















 Business Tahir Qureshi  August 13, 2023 7:27 PM IST ",Business
ChatGPT   s Developer Company OpenAI May Go Bankrupt In 2024: Report,"

















 Business Tahir Qureshi  August 13, 2023 7:27 PM IST ",Business
ChatGPT   s Developer Company OpenAI May Go Bankrupt In 2024: Report,"

















 Business Tahir Qureshi  August 13, 2023 7:27 PM IST ",Business
ChatGPT   s Developer Company OpenAI May Go Bankrupt In 2024: Report,"

















 Business Tahir Qureshi  August 13, 2023 7:27 PM IST ",Business
ChatGPT   s Developer Company OpenAI May Go Bankrupt In 2024: Report,"

















 Business Tahir Qureshi  August 13, 2023 7:27 PM IST ",Business
ChatGPT   s Developer Company OpenAI May Go Bankrupt In 2024: Report,"

















 Business Tahir Qureshi  August 13, 2023 7:27 PM IST ",Business
ChatGPT   s Developer Company OpenAI May Go Bankrupt In 2024: Report,"

















 Business Tahir Qureshi  August 13, 2023 7:27 PM IST ",Business
ChatGPT   s Developer Company OpenAI May Go Bankrupt In 2024: Report,"

















 Business Tahir Qureshi  August 13, 2023 7:27 PM IST ",Business
"Government To Provide Agri-Drones To 15,000 Women SHGs Under Upcoming Scheme: Prime Minister Modi",,Business
"ITC Board Approves Hotel Business Demerger, Listing In 15 Months",,Business
Celsius Network Advances Bankruptcy Exit Strategy With Court Approval,,Business
FTX Founder Sam Bankman-Fried Faces Pre-Trial Incarceration in Brooklyn Jail Amidst Challenging Conditions,,Business
"Govt Taking Steps To Tackle Inflation, Minimise Burden On People, Says PM Modi",,Business
Govt Saved Rs 2.73 Lakh Crore In Last 9 Years With DBT Sending Money To Beneficiaries: FM Nirmala Sitharaman,,Business
India To Be Among Top 3 Economies In World In Next 5 Years: PM Modi's 'Guarantee' During I-Day Speech — Watch,,Business
"Cryptocurrency Price Today: Bitcoin, Ethereum, Other Top Coins Trade Sideways",,Business
What Lies Ahead For Indian Economy As Nation Celebrates 76 Years Of Independence,,Business
India Makes Crude Oil Payment To UAE In Local Currency For First Time,,Business
Stock Markets To Remain Closed Today On Account Of Independence Day,,Business
"Centre Increases Windfall Tax On Domestic Crude Oil, Diesel Export And ATF",,Business
"Independence Day 2023: From Tatas To Ambanis, Industrialists Who Shaped India Inc",,Business
"Indian Enterprises Witness An Increase In AI Adoption, Manufacturing Sector Reports Maximum Adoption Rates: Survey",,Business
Retail Inflation In July Surges To 7.44 Per Cent On Higher Vegetable Prices: Govt Data,,Business
"Delhi's Khan Market Sees 7% Increase In Rent, Lajpat Nagar Rent Increases By 10% On YoY Basis: Cushman & Wakefield",,Business
"ITC Q1 Results: Net Profit Jumps 16 Per Cent to Rs 5,180 Crore, Revenue Dips 6 Per Cent",,Business
RBI To Launch Public Tech Platform Project On August 17 For Ease Of Credit Delivery,,Business
"Adani Group Stocks Slide; Ambuja Cements, Adani Enterprises Shed Over 3 Per Cent",,Business
"'Mere Pyaare Parivar Janon': PM Modi Sharpens Attack On Dynastic Politics, Says 'Countrymen My Family'",,Business
"Akshay Kumar Regains Indian Citizenship 'Dil Aur Citizenship, Dono Hindustani,' Says Khiladi Actor",,Business
"'Nitish Kumar' Questioned, Probe On After He Tries To Enter High-Security Area During Bihar CM's I-Day Speech",,Business
"With Eye On Polls In 5 States, BJP Central Election Committee To Meet Tomorrow. PM Modi, Shah To Attend",,Business
'It's A Witch Hunt': Trump On Being Indicted Over 2020 Election Meddling Charges,,Business
"Congress Chief Kharge Skips Independence Day Event At Red Fort, Says Govt Muzzling Oppn Voice",,Business
Hindi Film To Be Screened In Manipur On Independence Day After More Than 20 Years,,Business
"Independence Day Wishes Updates: India Enjoys Well-Earned Respect On World Arena, Says Russian President Putin",,Business
"Independence Day: US-India Relationship Deeper And More Expansive Than Ever, Says Secretary Blinken",,Business
"Govt Taking Steps To Tackle Inflation, Minimise Burden On People, Says PM Modi",,Business
"Central debt increased by 174% between 2013-14 and 2022-23, external debt by 100%: Finance Ministry
 ","The government's external debt, which was 374,484 crore in 2013–14, will increase by 100% to 7,48,895 crore in 2022–23.",Business
"Stock split, bonus in 2023: Multibagger small cap aluminium stock reports stellar quarterly results
","According to a BSE filing by the company, it has reported over 6 per cent jump in total income in the first quarter (Q1FY24) at Rs 27.3 crore. The small cap's net profit also increased to Rs 1 crore in the quarter.
",Business
"Small cap logistics stock declares bonus shares issuance in quarterly results
","As per the SEBI directives, the bonus issuing company has to fix a record date when investors must own shares in order to be eligible to participate in corporate event. This is called record date.",Business
"NCCF sells 71,500 kg of tomatoes in Delhi in 2-day mega sale
","Out of 71,500 kg of tomatoes, 36,500 kg were sold on August 12, while 35,000 kg on August 13, it added. Tomatoes were sold at a subsidised rate of Rs 70 per kg.",Business
"SEBI levies Rs 60 lakh fine on individual for flouting regulatory norms 
 "," The penalty is to be paid by Manish Goel (Manish Kr. Goyal), a Sebi-registered research analyst, within 45 days.",Business
"Smart meters booming businesses as recycling major reports over threefold jump in earnings
","ONGC's del-credere agent Vikas Lifecare, a high-end specialty chemicals provider, which has entered into a joint venture agreement with Indraprastha Gas Limited to set up India's first integrated smart meter manufacturing unit has declared its quarterly earning.
",Business
"India’s kharif crop planting area rises; paddy leading year-on-year
 ","Crops sown during June-July and dependent on monsoon rains are harvested in October-November are kharif.

",Business
"Logistics major posts sharp uptick in quarterly profit as policy initiatives help push demands
","The net profit in the reporting quarter came in at Rs 29.33 crore which is almost 600 per cent up from Rs 5.45 crore reported in the same quarter of previous financial year. For the full financial year 2022-23, it posted a net profit of Rs 16.6 crore, the filing showed.",Business
"Rise in manufacturing activities drive engineering major Salasar's net profit in Q1
",The New Delhi-based firm in an exchange filing said that that its total income in the quarter grew 24 per cent to Rs 262 crore as compared to Rs 211 crore in the corresponding period of the previous financial year.,Business
"Homegrown forged components maker posts over 100% jump in net profit in first quarter
","The domestic forging industry primarily caters to the automotive industry, which accounts for 60-70 per cent of the forging production, according to a PTI report. ",Business
"Arunachal Pradesh inks pact for developing projects to generate over 11,000 MW of power
","Five projects with an installed capacity of 2,626 MW were allocated to NEEPCO, while another five projects of 5,097 MW capacity were awarded to SJVN Limited and two projects of 3,800 MW capacity to NHPC respectively.",Business
"Adani Ports appoints MSKA & Associates as its auditor after Deloitte resigns
 ",The resignation comes weeks after Deloitte raised concern over certain transactions flagged in the report of Hindenburg Research.,Business
"UP govt signs MoU with clean energy solutions provider Servotech to set up EV charger manufacturing 
",The plant will be set up under the Uttar Pradesh  Electric Vehicle Manufacturing and Mobility Policy 2022.,Business
"India's start-up economy: How employer branding, hybrid work model impetus can help thrive in funds
","Employer branding can make or break a startup. While established businesses have years of reputation to bank on, startups are blank slates. 

",Business
"Stock market: Small cap metal stock posts robust earnings in Q1 as steel demand bounces back
","According to an exchange filing, the quarterly net profit came stood at Rs 8.02 crore. It had posted a net profit on consolidated basis at Rs 4.48 crore, according to an exchange filing by the company.
",Business
"Up over 50% in 2 years, small cap stock Vikas Ecotech cuts debt; secures fresh orders
","The development assumes significance as it comes in the backdrop of the government's efforts to support small and medium enterprises that contribute more than 30 per cent to the country's GDP.
",Business
title,article,category
"Key domestic share indices witness losses of about half a percent
","The key domestic share indices witnessed losses of about half a percent on Thursday. The BSE Sensex closed near the 65,150 mark while the NSE Nifty finished below 19,400 level. Both indices declined amid negative global cues.",Business
"SBI plans to open 300 branches across country in current financial year
",State Bank of India is planning to open 300 new branches across the country in the current financial year.,Business
"FM Nirmala Sitharaman meets Governor of Japan Bank for International Cooperation in New Delhi
","Finance Minister Nirmala Sitharaman met the Governor of Japan Bank for International Cooperation (JBIC), Hayashi Nobumitsu in New Delhi today.",Business
"Gold prices decline Rs 130, trades at Rs 58,845/ 10 grams
",Gold prices today declined 130 rupees at Multi Commodity Exchange for October contracts. ,Business
"Asian stock markets ended with losses
","Asian stock markets today ended with losses. South Korea's Kospi tumbled 1.8 percent, Japan's Nikkei-225 plunged one and a half percent and Hong Kong's Hang Seng index declined 1.4 percent.",Business
"Oil prices change as China worries against expectations of tighter supply in US   
","Oil prices were little changed today as investors weighed worries about China's embattled economy against expectations of tighter supply in the United States.
",Business
"Rupee closes at 82.95 against US dollar
","In the forex market, the rupee closed at 82 rupees and 95 paise against the US dollar.
",Business
"New Mineral Regulation Act Aims to Boost Private Investment and Self-Reliance in Mining Sector
","In a recent discussion on Akashvani's program ""Spotlight,"" the spotlight was on the Mines and Minerals Development and Regulation Act 2023, a game-changing policy reform aimed at revitalizing India's mineral sector.",Business
"Russia hikes interest rates to 12% after Rouble falls to its lowest value in 16 months
","Russia has hiked interest rates to 12 percent after the rouble fell to its lowest value in 16 months. The currency fell past 100 per dollar yesterday, prompting Russia's central bank to hold an emergency meeting.",Business
"India’s overall exports in July this year estimated at 59.43 billion dollars, despite global headwinds
","India’s overall exports in July this year are estimated at 59.43 billion dollars, despite global headwinds. ",Business
"Centre to E-auction 50 Lakh MT of wheat and 25 LMT of rice to tame inflation and enhance food availability
",The Centre has decided to release 50 Lakh Metric Tonnes of wheat and 25 LMT of rice through E-auctions under the Open Market Sale Scheme (Domestic) or OMSS (D) scheme.,Business
"Index of Industrial Production growth at 3.7 percent in June 2023 from 5.3 percent in May 2023
","The index of industrial production grew by 3.7 percent in June 2023 from 5.3 percent in May this year. As per the Ministry of Statistics and Programme Implementation data released today, manufacturing sector's output grew by 3.1 percent and Mining output rose by 7.6 percent for the reported peri",Business
"Asian stock markets end in red; European Markets also down in intra-day trade
",Asian stock markets today ended in red. China's Shanghai Composite index declined two percent and Hong Kong's Hang Seng index depreciated 0.9 percent.,Business
"Wall Street's main indices end in green as investors worry about U.S. economy's longer-term prospects
","Wall Street's main indices ended in green yesterday, due to milder-than-feared inflation data as investors worried about the U.S. economy's longer-term prospects.",Business
"Forex Market: Rupee closes at 82.84 against US dollar
","In the forex market, the rupee closed at 82 rupees and 84 paise against the US dollar.",Business
"US benchmark stocks finished lower in broad sell-off after downgrading of several lenders by credit rating agency Moody
",All three major US benchmark stocks finished lower yesterday in a broad sell-off after the downgrading of several lenders by credit rating agency Moody. ,Business
"Gold prices fall Rs 40, trades at Rs 59,380/ 10 gram
","Gold prices today fell 40 rupees at Multi Commodity Exchange for October contracts. The precious metal was trading at 59,380 rupees per 10 grams.",Business
"Asian stock markets traded mixed
",Asian stock markets today traded mixed. Japan's Nikkei-225 gained 0.4 percent and Singapore's Straits Times index rose marginally by 0.1 percent.,Business
"Oil prices surge to highest levels since mid-April after Saudi Arabia and Russia pledge to extend supply cuts
","Oil prices on Monday (07 August 2023) surged to their highest levels since mid-April, after top producers Saudi Arabia and Russia pledged to extend supply cuts through September, further tightening supplies.",Business
"Global crude oil prices rise for 6th straight week, after top producers Saudi Arabia & Russia extended supply cuts through September, adding to undersupply concerns
","Global crude oil prices rose for the sixth straight week, after top producers Saudi Arabia and Russia extended supply cuts through September, adding to undersupply concerns.",Business
"Centre clarifies there is no ban on import of IT Hardware like tablets and laptops after obtaining valid license
",The Centre has clarified that there is no ban on the import of IT Hardware like tablets and laptops as such devices can be imported after obtaining a valid license by companies or traders. ,Business
"Oil slid further after dropping sharply from more than three-month highs in previous session
",Oil slid further today after dropping sharply from more than three-month highs in the previous session.,Business
"<h6><a href=""News?title=Oil-slid-further-after-dropping-sharply-from-more-than-three-month-highs-in-previous-session&amp;id=465227"">Oil slid further after dropping sharply from more than three-month highs in previous session</a>
</h6>","<p><span id=""ctl00_ContentPlaceHolder1_AddUserControl_RepterDetails_ctl21_lblComment"">Oil slid further today after dropping sharply from more than three-month highs in the previous session.</span></p>",Business
"<h6><a href=""News?title=Oil-slid-further-after-dropping-sharply-from-more-than-three-month-highs-in-previous-session&amp;id=465227"">Oil slid further after dropping sharply from more than three-month highs in previous session</a>
</h6>","<p><span id=""ctl00_ContentPlaceHolder1_AddUserControl_RepterDetails_ctl21_lblComment"">Oil slid further today after dropping sharply from more than three-month highs in the previous session.</span></p>",Business
"<h6><a href=""News?title=Oil-slid-further-after-dropping-sharply-from-more-than-three-month-highs-in-previous-session&amp;id=465227"">Oil slid further after dropping sharply from more than three-month highs in previous session</a>
</h6>",Top 10 Things Karanataka Produces The Highest,Business
"<h6><a href=""News?title=Oil-slid-further-after-dropping-sharply-from-more-than-three-month-highs-in-previous-session&amp;id=465227"">Oil slid further after dropping sharply from more than three-month highs in previous session</a>
</h6>",Top 7 Business Movies On Netflix No One Should Miss,Business
"<h6><a href=""News?title=Oil-slid-further-after-dropping-sharply-from-more-than-three-month-highs-in-previous-session&amp;id=465227"">Oil slid further after dropping sharply from more than three-month highs in previous session</a>
</h6>","Centre Makes Police and Biometric Verifications Mandatory For SIM Card Dealers, Discontinue Bulk Connections",Business
"<h6><a href=""News?title=Oil-slid-further-after-dropping-sharply-from-more-than-three-month-highs-in-previous-session&amp;id=465227"">Oil slid further after dropping sharply from more than three-month highs in previous session</a>
</h6>",Top 10 Countries with the Largest Pakistani Population,Business
"<h6><a href=""News?title=Oil-slid-further-after-dropping-sharply-from-more-than-three-month-highs-in-previous-session&amp;id=465227"">Oil slid further after dropping sharply from more than three-month highs in previous session</a>
</h6>",10 Longest Highways In India: Check Routes,Business
"<h6><a href=""News?title=Oil-slid-further-after-dropping-sharply-from-more-than-three-month-highs-in-previous-session&amp;id=465227"">Oil slid further after dropping sharply from more than three-month highs in previous session</a>
</h6>",List Of Countries Where X.com Is Banned,Business
"<h6><a href=""News?title=Oil-slid-further-after-dropping-sharply-from-more-than-three-month-highs-in-previous-session&amp;id=465227"">Oil slid further after dropping sharply from more than three-month highs in previous session</a>
</h6>",Top 10 Richest Women In The World,Business
"<h6><a href=""News?title=Oil-slid-further-after-dropping-sharply-from-more-than-three-month-highs-in-previous-session&amp;id=465227"">Oil slid further after dropping sharply from more than three-month highs in previous session</a>
</h6>",Top 10 Indian Unicorns That Created Highest Jobs,Business
"<h6><a href=""News?title=Oil-slid-further-after-dropping-sharply-from-more-than-three-month-highs-in-previous-session&amp;id=465227"">Oil slid further after dropping sharply from more than three-month highs in previous session</a>
</h6>",Top 10 Richest Families In The World - InPics,Business
