Title,Article,Category
"Fan asks Prithvi to stay away from girls, transform like Kohli; he replies 'As you say'","A fan took to Instagram to ask cricketer Prithvi Shaw to stay away from girls and transform his body like Virat Kohli. ""Whatever process was done by Kohli...you should follow it,"" he added. Responding to the fan, Prithvi replied, ""Ji pandit ji jaisi aapki aagya (As you say)."" Prithvi is currently recovering from a knee injury he sustained in UK.",Sports
"Babar Azam reminds me of Virat Kohli, they are box office: Moody","Ex-Australia cricketer Tom Moody said Pakistan captain Babar Azam reminds him of India batter Virat Kohli. ""He seems to understand, read the game very well, which Kohli has done for over a decade,"" Moody stated. He added it is going to be delight to watch Babar and Kohli bat in Asia Cup 2023 ""because they are box office"".",Sports
Video shows Rohit saying 'Jeetenge' to paparazzi before Asia Cup ,"Team India captain Rohit Sharma was spotted at the Mumbai airport where a photographer asked the opening batter about India's chances in Asia Cup 2023. In response, he said, ""Jeetenge jeetenge (we will win it)."" The tournament will begin on August 30, with India facing Pakistan on September 2 in Sri Lanka.  ",Sports
Who are the top 10 highest-paid tennis players in last 12 months?,"Forbes released a list of world's highest-paid tennis players in last 12 months. Novak Djokovic tops it with $38.4-million earnings. He's followed by Carlos Alcaraz ($31.4 million). Iga Swiatek ($22.4 million), Daniil Medvedev ($20.1 million) and Rafael Nadal ($15.5 million) complete the top five. The top 10 also features Emma Raducanu ($15.3 million) and Casper Ruud ($14.4 million), among others.",Sports
"Roger Binny, Rajeev Shukla to attend PCB dinner in Lahore for Asia Cup",BCCI President Roger Binny and vice-president Rajeev Shukla will attend an official PCB dinner in Lahore to commemorate their hosting of Asia Cup along with Sri Lanka. An official invitation was extended by current PCB managing committee chairman Zaka Ashraf on August 15. They will also likely attend a match in Pakistan.,Sports
Ambati Rayudu becomes first Indian to smash a six in CPL,"St Kitts and Nevis Patriots batter Ambati Rayudu has become the first Indian to smash a six in CPL. Rayudu smashed two sixes in his 32-run innings against Guyana Amazon Warriors in a CPL 2023 match. It was Rayudu's third match. He didn't get to bat in first match, while he got out for a duck in his second match.",Sports
Felt pity last year but no anger: Djokovic on missing 2022 US Open,"Talking about missing 2022 US Open, world number two Novak Djokovic said he ""felt pity"" last year about not being there. ""I felt sad for not being able to participate,"" Djokovic stated, adding there was ""no anger"". Three-time US Open winner Djokovic had to withdraw from the tournament due to his stance against the COVID-19 vaccine.",Sports
"Stokes' return changed dynamics, Brook's unfortunate: Buttler","Reacting to batter Harry Brook not being picked for England's interim 2023 ODI World Cup squad, England white-ball captain Jos Buttler said Ben Stokes' ODI return has changed ""dynamic a little bit"". Buttler stated Brook's just the ""unfortunate one"" at the moment. ""There's still a long time before everyone is meant to get on the plane,"" Buttler stated. ",Sports
De Villiers responds to Pakistani journalist's 'Why don't teams mankad in 5th over?' tweet,"Ex-South Africa captain AB de Villiers took to X to respond to Pakistani journalist Farid Khan's tweet on mankading. Quoting a commentator and calling his point ""valid"", Farid wrote, ""I don't have a problem with Mankad...but why don't teams do it in...5th or 6th over of...innings?"" De Villiers responded, ""[Because]...batters only try to steal runs towards...back end of an innings.""",Sports
"Djokovic agrees to young boy's request, gives autograph on chest","World number two Novak Djokovic agreed to a young fan's request and gave an autograph on his chest during a practice session ahead of 2023 US Open. He also ruffled the fan's hair as he made his way out. ""This kid is never gonna shower again,"" US Open wrote in a video shared by them on social media.",Sports
"MS Dhoni celebrates IPL victory at gym with friends, video goes viral","A video has gone viral showing MS Dhoni celebrating CSK's IPL 2023 victory at the gym with his friends. In the video shared by his tennis partner Sumeet Kumar Bajaj, Dhoni can be heard saying, ""Who all are eating the cake and who all are on a diet?"" In May, Dhoni led CSK to their fifth IPL title win.",Sports
"Rohit's energy goes up when WC comes, will make difference: Sehwag","Ex-India cricketer Virender Sehwag said India captain Rohit Sharma will be leading run-scorer in the upcoming ODI World Cup. ""When the World Cup comes, his energy level, his performance goes up. I am sure that he will make a difference,"" Sehwag stated. Rohit had scored 648 runs in nine matches and was the highest run-scorer in 2019 World Cup.",Sports
Narcissist never believes they made mistake: Bellerin on kiss row,"Talking about Spanish football chief Luis Rubiales who has refused to step down after kissing footballer Jenni Hermoso, footballer Hector Bellerin said, ""The narcissist never believes they have made a mistake."" Rubiales kissed Hermoso on mouth after their FIFA Women's World Cup 2023 victory and has claimed that Hermoso had consented to him kissing her.",Sports
"Kohli loves no. 3 slot, don't know if he'll like to bat at 4: ABD","Ex-South Africa cricketer AB de Villiers said he will be a big supporter if Virat Kohli bats at number four. ""I think Virat is perfect for number four. I don't know if he would like to do that. We know he loves...number 3 position,"" De Villiers stated. Kohli has scored seven centuries while batting at number four in ODIs.",Sports
Wish some days to be not recognised at all: World no.1 Alcaraz,"Talking about the attention he gets due to being a famous player, world number one Carlos Alcaraz said, ""Sometimes I like it, sometimes no."" ""Sometimes you want to feel like...normal guy, to walk normally,"" Alcaraz stated. He added on some days he wishes to be someone ""not recognised at all"". Alcaraz had defeated Novak Djokovic to win Wimbledon 2023.  ",Sports
Left me in shock: Spain's Jenni on football chief Rubiales kissing her after FIFA WC win,"Talking about Spanish football chief Luis Rubiales kissing her on mouth after their FIFA Women's World Cup 2023 victory, Spanish footballer Jenni Hermoso stated it wasn't consensual. ""The situation left me in shock,"" she added. She further said, ""I felt vulnerable and...victim of aggression, an impulsive act, sexist, out of place and without any type of consent from my part.""",Sports
Rahul should be considered only if he plays role of keeper: Bangar,"Talking about batter KL Rahul, ex-India batting coach Sanjay Bangar said he should be considered in the playing XI only if he plays the role of a wicketkeeper-batter. Bangar stated if the team wants to have six bowling options then ""you should have a player in your top five who can bowl or he should be a wicketkeeper-batter"".",Sports
"Cristiano Ronaldo scores 63rd hat-trick of his career, 33rd after turning 30","Al-Nassr forward Cristiano Ronaldo on Friday scored 63rd hat-trick of his career during his team's 5-0 win against Al-Fateh in Saudi Pro League 2023-24. Ronaldo netted goals in the 38th, 55th and 96th minutes of the match. It is Ronaldo's 33rd hat-trick since he turned 30. Al-Nassr are currently placed 10th on the Saudi Pro League 2023-24 points table.",Sports
"What Dhoni has achieved, his aura is similar to Sachin: Mohit","Talking about ex-India captain MS Dhoni and what he has ""achieved in cricket"", India cricketer Mohit Sharma said Dhoni's aura has become similar to ""how we felt about wishing to meet"" Sachin Tendulkar. ""You see how players go to Dhoni after matches...to have that chance of having a conversation with him, no matter what the topic is,"" Mohit stated.",Sports
2 Sri Lanka cricketers test positive for COVID-19 ahead of Asia Cup,"Sri Lanka cricketers Kusal Perera and Avishka Fernando have tested positive for COVID-19 ahead of Asia Cup 2023. The duo were directed to take COVID-19 tests after developing symptoms. They reportedly picked up the virus during the late stages of LPL, and will have to return negative test results before they can become available for  Sri Lanka's Asia Cup squad.",Sports
"634 Indian athletes cleared for Asian Games, full list released",The Ministry of Youth Affairs and Sports (MYAS) sanctioned 634 athletes across 38 sporting disciplines for participation in the upcoming Asian Games. As many as 65 track and field athletes have been included. This is up from a total of 572 athletes who participated in 2018 Asian Games where India returned with 69 medals which included 15 gold medals. ,Sports
ODI World Cup tickets app & website crash for 40 minutes due to huge traffic,"The official website and mobile application to book tickets for ODI World Cup crashed for 40 minutes as the sale began on Friday. The ticket sales were reserved for non-India matches. Ticket sales for India matches in Chennai, Delhi and Pune will go live on August 31. Tickets for India-Pakistan match will be put up for sale on September 3.",Sports
Shubman Gill top-scores in Yo-Yo test with 18.7: Report,"Team India opener Shubman Gill top-scored in the Yo-Yo test with 18.7 at the team's conditioning camp ahead of Asia Cup 2023, PTI reported. ""Most of the players have scored between 16.5 and 18,"" PTI quoted a BCCI source as saying. Earlier, Virat Kohli had posted an Instagram Story stating his score to be 17.2.",Sports
Sourav Ganguly names his Team India squad for ODI World Cup 2023,"Former Team India captain Sourav Ganguly has named his Team India squad for ODI World Cup 2023. Ganguly's predicted 15-man squad includes Rohit Sharma, Shubman Gill, Ishan Kishan, Virat Kohli, Shreyas Iyer, KL Rahul, Suryakumar Yadav, Hardik Pandya, Ravindra Jadeja, Axar Patel, Kuldeep Yadav, Jasprit Bumrah, Mohammad Shami, Mohammed Siraj and Shardul Thakur.",Sports
Team India's home matches title rights sold for ₹369.6 crore to IDFC FIRST Bank,"IDFC FIRST Bank has acquired title rights for Team India's bilateral matches at home from 2023 to 2026 for ₹369.6 crore, Hindustan Times reported. As many as 56 matches will be played across the period. The amount for which the rights have been sold translates to ₹6.6 crore/match, around 2.7 times the base value and 1.7 times the existing valuation.",Sports
Who are India's top 5 chess players currently?,"R Praggnanandhaa, who finished runner-up at Chess World Cup 2023, is currently the third-highest ranked Indian chess player with 2727.2 rating. Gukesh D is the highest ranked Indian chess player with a live rating of 2758.4. Five-time world chess champion Viswanathan Anand is second among Indian chess players, while Vidit Gujrathi is ranked fourth and Arjun Erigaisi is ranked fifth.",Sports
Video shows Neeraj Chopra's best throw of 2023,"India's Olympic gold medal-winning javelin thrower Neeraj Chopra on Friday produced his best throw of 2023 with an 88.77-metre effort at the World Athletics Championships 2023 in Budapest. Overall, it is Neeraj's fourth best throw of his career. Neeraj's previous best throw of 2023 came at the Doha Diamond League, when his throw achieved a distance of 88.67 metres.",Sports
"Yuvraj Singh and wife Hazel Keech blessed with a baby girl, share pics","Former Team India all-rounder Yuvraj Singh and his wife Hazel Keech have been blessed with a baby girl. Sharing a picture on X, Yuvraj wrote, ""Sleepless nights have become a lot more joyful as we welcome our little princess Aura and complete our family."" Yuvraj and Hazel's son Orion was born in January 2022.",Sports
3 Indians qualify for javelin throw final at World Athletics Championships for the first time ever,"Indian javelin throwers Neeraj Chopra, DP Manu and Kishore Jena have qualified for the men's javelin throw final at World Athletics Championships 2023 being held in Budapest. This is the first time in history that three Indian javelin throwers have made it to the final in a single edition of the World Athletics Championships.",Sports
Video shows Brook smashing fastest ton in The Hundred's history,Northern Superchargers batter Harry Brook smashed the fastest ton in the history of 'The Hundred' in their match against Welsh Fire. He smashed a six to reach the three-figure mark off 41 balls. Brook smashed seven sixes and 11 fours during his unbeaten knock of 105 runs. Northern Superchargers had set a target of 159 runs. ,Sports
Hope I don't get heart attack some day: Naseem after win vs Afghanistan,"Speaking after victory over Afghanistan in second ODI, Pakistan pacer Naseem Shah jokingly said he hopes he doesn't get a ""heart attack"" some day due to performing in pressure situations. ""I always try to believe in myself,"" Shah stated. Naseem Shah and Haris Rauf scored 12 runs in five balls in last over to help Pakistan chase down 301-run target.",Sports
"Babar Azam gets angry & gestures to Afghanistan's Nabi with finger, video goes viral","Pakistan captain Babar Azam got angry and gestured to Afghanistan all-rounder Mohammad Nabi with finger while players of both teams were greeting each after the second ODI in Hambantota. A video of the same has gone viral. Pakistan won the match on the second last ball. Notably, Afghanistan 'mankaded' Shadab Khan ahead of the first ball of the last over.",Sports
Don't give Tilak ODI debut in a big tournament: Srikkanth,"Talking about India batter Tilak Varma, ex-India cricketer Kris Srikkanth asked the team management not to give Tilak an ODI debut in a big tournament. ""Let him play in...few ODI series and then the upcoming T20 World Cup and groom him till the next ODI World Cup,"" Srikkanth stated. Tilak has scored 174 runs in seven T20Is so far. ",Sports
"Kohli brings energy, at times it might mean picking fight: Stoinis","Australia all-rounder Marcus Stoinis said India batter Virat Kohli's ability to ""bring that energy and passion to absolutely every game of cricket"" is what sets him apart. ""Yes, at times it might mean picking a fight or getting the crowd on his side,"" Stoinis stated. Kohli has scored 12,898 runs in 275 ODIs so far.",Sports
"18-yr-old R Praggnanandhaa achieves career-high rating, becomes world no. 20 chess player","After finishing as runner-up at the Chess World Cup 2023, India's 18-year-old Grandmaster R Praggnanandhaa achieved his career-high rating of 2727.2 in the live chess ratings. He has also become the world number 20 chess player in the live ratings. Gukesh D (eighth) and Viswanathan Anand (ninth) are the other two Indians to feature in the top 20.",Sports
"Pakistan's Naseem throws his helmet, bat, gloves after 2nd last ball win vs Afghanistan","A video has gone viral showing Pakistan fast bowler Naseem Shah throwing his helmet, bat and gloves after scoring the winning runs on the second last ball in the second ODI against Afghanistan. Naseem sprinted across the ground and kept throwing his equipment in jest. Pakistan chased down 301-run target with one wicket remaining.",Sports
Who is Lionel Messi's personal bodyguard Yassine Chueko?,"Several videos of Inter Miami forward Lionel Messi's personal bodyguard Yassine Chueko protecting Messi on and off the field have gone viral. Yassine is a former US soldier who has served in Iraq and Afghanistan. Chueko is an MMA fighter and has competed in several fights, including in Thailand. He is also a boxer. ",Sports
"Djokovic imitates Sharapova, Kyrgios' serve routines, laughs","World number two Novak Djokovic imitated serve routines of players while practicing ahead of US Open 2023. He imitated Maria Sharapova's distinctive serve routine, complete with her trademark grunt. Djokovic imitated John McEnroe on request of a fan and also imitated Nick Kyrgios. Djokovic, who was seen laughing while imitating players, had defeated Carlos Alcaraz in Cincinnati Masters final.",Sports
Dayana refuses to shake hands with Bouchard post doper remark,"Ukraine's Dayana Yastremska refused to shake hands with Eugenie Bouchard after defeating her in second-round qualifier of 2023 US Open. Bouchard had indirectly referred to Yastremska as ""doper"" after their match in Madrid Open earlier this year. Yastremska was temporarily suspended in 2021 after testing positive for prohibited substance called mesterolone. She was eventually proven not guilty. ",Sports
Will offer prayer once Praggnanandhaa returns after tournament in Germany: Father,"After India's 18-year-old Grandmaster R Praggnanandhaa finished as runner-up at Chess World Cup 2023, his father Rameshbabu said he would wait for his son to return from Germany and then offer a prayer. Praggnanandhaa will take part in another chess tournament in Germany starting from Monday. ""Normally, we go to the temple after his win,"" Rameshbabu, a bank official, added.",Sports
"I'm exhausted, hunger is very important: Praggnanandhaa after finishing 2nd in Chess WC","After finishing runner-up at Chess World Cup 2023, India's 18-year-old Grandmaster R Praggnanandhaa said, ""I am exhausted and I just hope to take some rest now."" Adding that he will be participating in his next competition starting Monday, Praggnanandhaa said, ""I think hunger is very important...when you feel like working you have to start off...otherwise it can lead to burnout.""",Sports
Neeraj qualifies for Paris Olympics by entering World C'ships final with 88.77m throw,"India's Olympic gold medal-winning javelin thrower Neeraj Chopra has qualified for Paris Olympics 2024 by reaching the World Athletics Championships 2023 final. Neeraj earned the qualification with a throw of 88.77 metres in his first attempt in the qualification round. Last year, Neeraj had won a silver medal at the World Athletics Championships.",Sports
"Hazlewood weak link, his figures in Asia terrible: Chopra on WC","Talking about Australia ahead of 2023 ODI World Cup, cricketer-turned-commentator Aakash Chopra said pacer Josh Hazlewood is a ""weak link"" in team as his ""figures are terrible in Asia"". ""He has an average of 25.6 and...economy of 4.57 otherwise but only six wickets in eight matches in Asia,"" Chopra stated. Hazlewood has picked 108 wickets in 69 ODIs so far.",Sports
Tourists spray football graffiti on 460-yr-old Italian landmark,"German tourists, aged 20 and 21, were arrested after they vandalised a 460-year-old landmark with football-related graffiti, Italian police said. The Vasari Corridor in Florence had 'DKS 1860', a reference to German football team TSV 1860 Munich, spray painted on seven of its archways. Italy's Culture Ministry said the vandalism would require €10,000 (around ₹8.91 lakh) worth of repairs.",Sports
4 years since Stokes' 135* helped Eng beat Aus in 2019 Ashes Test,England all-rounder Ben Stokes smashed 135* in the fourth innings of the Headingley Test in 2019 to help the team secure a one-wicket win against Australia with today's date marking four years of the victory. He had slammed eight sixes and 11 fours during his knock. England were bowled out for 67 runs in the first innings.  ,Sports
Anderson's got carrot dangling of 700 Test wickets in mind: Broad,"Talking about pacer James Anderson's future in Test cricket, ex-England pacer Stuart Broad said Anderson has got ""that carrot dangling in front of him of 700 Test match wickets"" in his mind. Praising Anderson, 41, Broad said he is ""still in fantastic condition"". ""He's still really enjoying it,"" Broad stated. Anderson has picked 690 wickets in 183 Tests so far.",Sports
There isn't any favourite as such: Ganguly on India-Pak match,"Talking about upcoming India-Pakistan match which will take place in Asia Cup 2023, ex-India captain Sourav Ganguly said there isn't anyone ""favourite as such"" to win the match. ""Both the teams are really good. Pakistan have a good team, India too are really solid. Whoever plays well will win,"" Ganguly stated. The match will take place on September 2.",Sports
"Every time Messi scores, people say 'Is it a fix': David Beckham ","Reacting to claims of matches being fixed following Inter Miami's Leagues Cup triumph, co-owner David Beckham said, ""Every time Lionel Messi scores one of these goals...people say, 'Is it a fix?'"" ""It's the biggest compliment that anyone can give these players because it is like a movie,"" Beckham stated. Inter Miami defeated Nashville 10-9 on penalties to win Leagues Cup.",Sports
"After Kohli posts Yo-Yo score, BCCI asks players not to share confidential matter: Report","After Virat Kohli posted his Yo-Yo test score on Instagram, the BCCI asked players not to make ""confidential matter"" public, The Indian Express reported. ""They can post pictures while...training but posting a score leads to breach of contract clause,"" The Indian Express quoted a BCCI official as saying. Team India is currently undergoing a six-day conditioning camp in Alur.",Sports
"KL Rahul filled Yuvraj, Dhoni's slot with expertise: Ashwin","India spinner Ravichandran Ashwin said India were ""desperately looking for a replacement"" ever since Yuvraj Singh and MS Dhoni retired and KL Rahul ""has filled that slot with expertise"". ""Rahul is a definite lock at number five and is also our wicketkeeper-batter,"" Ashwin stated. Rahul has scored 1,986 runs in 54 ODIs so far. ",Sports
"What records, including Dhoni's, did Gurbaz break with his 151 against Pakistan?","Afghanistan's 21-year-old opener Rahmanullah Gurbaz, who scored 151(151) in second ODI against Pakistan, became the first wicketkeeper to score a 150 in ODIs against Pakistan. He overtook MS Dhoni's 148(123) to record highest ODI score by a wicketkeeper against Pakistan. He became the first Afghanistan batter to slam ODI hundred against Pakistan and third-fastest batter to reach five ODI tons.",Sports
Pakistan's Iftikhar trolls Afghanistan with 'mankad' pic after win in 2nd ODI,"After Pakistan won the second ODI by one wicket, their batter Iftikhar Ahmad trolled Afghanistan with picture of Afghan pacer Fazalhaq Farooqi 'mankading' Shadab Khan in the last over. ""Congratulations Team Pakistan,"" Iftikhar wrote. Pakistan's Naseem Shah and Haris Rauf scored 12 runs in five deliveries in last over to help their team chase down 301-run target.",Sports
WWE star Bray Wyatt dies aged 36,"WWE star Bray Wyatt has died at the age of 36, Triple H, who is WWE's Chief Content Officer, announced. ""Windham Rotunda - also known as Bray Wyatt - unexpectedly passed earlier today. Our thoughts are with his family and we ask that everyone respect their privacy at this time,"" Triple H said.",Sports
Pak beat Afghanistan by 1 wicket in 2nd ODI after Shadab gets 'mankad out' in last over,"Pakistan defeated Afghanistan by one wicket in second ODI to take unassailable 2-0 lead in the three-match series. Pakistan needed 11 runs to win in last over with two wickets in hand. Afghanistan 'mankaded' Shadab Khan ahead of first delivery. However, Naseem Shah and Haris Rauf scored 12 runs in next five deliveries to help Pakistan chase down 301-run target.",Sports
"Parul scripts history, enters Athletics C'ships track event final","Athlete Parul Chaudhary scripted history by becoming the second Indian female athlete to qualify for the final round of a track event at World Athletics Championships, after finishing fifth in her 3000m steeplechase heat race. Parul clocked a personal best time of nine minutes and 24.29 seconds to reach the final which will be held on Sunday.",Sports
Gutted: Long jumper Sreeshankar on World Athletics C'ships exit,"Talking about his failure to enter the final round of the men's long jump event at the World Athletics Championships, long jumper Murali Sreeshankar tweeted on X, ""Gutted, disappointed and unexpected!"" ""No reasons or excuses...Just [a] matter of time, I'm going to bounce back from this,"" he added. ""Big shoutout to Jeswin Aldrin for making to the finals,"" he stated.",Sports
Do we celebrate Yuvraj enough for what he did in 2011 World Cup? Gautam Gambhir,"Gautam Gambhir, in an interview with RevSportz, stated that media is obsessed with MS Dhoni's six that won India the 2011 World Cup. ""Do we celebrate Yuvraj Singh enough for what he did in the 2011 World Cup with all the health concerns he had?"" he added. ""Do we celebrate Zaheer Khan’s opening spell enough?"" he further said.",Sports
"Seen dismissal like Bairstow's 20 times, it's always out: Cummins","Talking about English wicketkeeper-batter Jonny Bairstow's run-out after casually walking out of crease during Ashes 2023's Lord's Test, Australia captain Pat Cummins said, ""I've seen that type of dismissal...20 times...It's always out."" Discussing the verbal fight between Lord's Long Room members and Australian cricketers during final day of Lord's Test, Cummins stated, ""It was...pretty heated.""",Sports
Magnus Carlsen calls Praggnanandhaa 'mentality monster',"Magnus Carlsen, who won the FIDE Chess World Cup on Thursday, called runner-up R Praggnanandhaa a ""mentality monster"". ""Gukesh is clearly the strongest classical player right now. And then, you have Pragg and (Nodirbek) Abdusattorov who are strong but also mentality monsters,"" Carlsen told chess24 after winning the final. ""Vincent (Keymer) pushed me the hardest,"" he added.",Sports
"Once you tell him something, it's done: Praggnanandhaa's mentor","Talking about India's 18-year-old Grandmaster R Praggnanandhaa, who finished runner-up at Chess World Cup 2023, Praggnanandhaa's mentor Aarthie Ramaswamy said, ""Once you tell him something, it's done, you don't have to follow up."" ""He is a very dedicated and determined child...For him, chess is everything,"" she added. ""His relaxation is chess, his profession is chess,"" she stated.",Sports
People are well and truly scared of our ODI side: Pak's Imam,"Pakistan batter Imam Ul Haq said people are well and truly scared of Pakistan's ODI team. ""We've achieved some great wins. We've a pattern that we follow...There cannot be a better team than this,"" he added. ""The players are confident, they know their roles...Our strength is our fast bowling and batting...The ODI team's better than the T20I team,"" he stated.",Sports
ODI World Cup 2023 ticket booking timings announced,"The BCCI announced timings for booking tickets for ODI World Cup 2023 matches. Tickets for India's matches in Chennai, Delhi and Pune will be available from 8pm on August 31, while tickets for India-Pakistan match in Ahmedabad will be available from 8pm on September 3. Tickets for the semi-finals and final will be available from 8pm on September 15.",Sports
You made all of us proud: Gautam Adani to Praggnanandhaa,"Adani Group Chairman Gautam Adani congratulated Praggnanandhaa on finishing as runner-up in Chess World Cup. ""Congratulations Praggnanandhaa! You made all of us proud by making it to 2023 Chess World Cup Final beating the world's best players on your way...You epitomise the quote: 'Don't tell me the sky is the limit when there are footprints on the moon',"" he tweeted.",Sports
Gurbaz smashes 4 consecutive fours off Pak's Haris Rauf in 2nd ODI,"Afghanistan batter Rahmanullah Gurbaz, who represents KKR in IPL, smashed four consecutive fours off Pakistan pacer Haris Rauf in the 37th over of Afghanistan's innings, during the second ODI between the teams. Gurbaz hit a four off the over's second delivery having played a scoop shot, following it up with three consecutive fours. Gurbaz scored 151 in the second ODI.",Sports
Problem is India will have to fit Tilak: Manjrekar on match vs Pak,"Ex-India cricketer Sanjay Manjrekar said India will have to include left-handed batter Tilak Varma into the lineup for their Asia Cup 2023 match against Pakistan, terming it as a problem. ""In India's first-choice side XI, the first six batters, including Hardik Pandya, are all right-handers,"" he added. India will face Pakistan in the Asia Cup 2023 on September 2.",Sports
How much prize money did Praggnanandhaa & Carlsen win at Chess World Cup? ,"India's 18-year-old Grandmaster R Praggnanandhaa, who finished runner-up at Chess World Cup 2023, won a prize money of $80,000 (over ₹66 lakh). He also qualified for FIDE Candidates Tournament 2024. Magnus Carlsen won a prize money of $110,000 (more than ₹90 lakh) for winning the tournament. Carlsen won Chess World Cup for the first time ever.",Sports
Carlsen shares 'Completed It' GIF after beating Praggnanandhaa to win Chess World Cup,"World number one chess player Magnus Carlsen took to X to share 'Completed It' GIF after beating 18-year-old Indian Grandmaster R Praggnanandhaa to win Chess World Cup for first time. Carlsen wrote, ""Chess?"" followed by the 'Completed It' GIF. Carlsen beat Praggnanandhaa in the tie-break to win the final on Thursday. ",Sports
Picking Axar ahead of Chahal a good selection: Ganguly on Asia Cup,"Ex-India captain Sourav Ganguly said the decision to pick all-rounder Axar Patel ahead of spinner Yuzvendra Chahal for Asia Cup because of Axar's batting was a good selection. Ganguly had earlier stated he would've always picked a cricketer like Chahal for Asia Cup and World Cup 2023. ""I don't know what...selectors think but I'd always pick wrist spinners,"" he'd shared.",Sports
WC so close but players still haven't been given chance: Kapil Dev,"Talking about lack of match practice for batters Shreyas Iyer and KL Rahul a few months before the ODI World Cup 2023, ex-India captain Kapil Dev said, ""Every player should be tested out."" ""The World Cup's so close but you still haven't given the players a chance? What if they...get injured [during WC]? The entire team will suffer,"" he added.",Sports
"You aren't the 'runner-up', it's your 'run-up' to Gold: Mahindra to Praggnanandhaa","Mahindra Group Chairman Anand Mahindra tweeted, ""You aren’t the 'runner-up' Praggnanandhaa. This is simply your 'run-up' to Gold and to greatness."" He added, ""Many battles require you to learn & live to fight another day. You've learned & you will fight again; and we will all be there again...cheering you on loudly."" Praggnanandhaa finished as runner-up in Chess World Cup.",Sports
Want to have south Indian food: Praggnanandhaa after Chess World Cup,"After finishing as runner-up at the Chess World Cup on Thursday, 18-year-old Grandmaster R Praggnanandhaa said, ""I like to have Indian food over the food that we have in [Azerbaijan]. I'm hoping to have south Indian food."" His sister Vaishali said she was getting goosebumps seeing the nation's support for him. World number one Carlsen clinched the Chess World Cup.",Sports
