Title,Article,Category
"SEBI seeks limiting regulated entities, finfluencers' association","SEBI has proposed limiting regulated entities' association with unregistered financial influencers (finfluencers) to protect investors. SEBI proposed to disrupt revenue model of finfluencers who breached its regulations to reduce ""perverse incentives in ecosystem"". It said registered finfluencers must display registration number, contact details and make appropriate disclosure on any posts.",Business
Risk of existential viability of Earth needs to be assessed: Kotak,"There is a need to assess the risk of the existential viability of planet Earth above business viability, billionaire industrialist Uday Kotak said at a session on 'Financing the Climate Transition' at the B20 Summit on Saturday. In the session, Kotak also said the government must provide loss-bearing guarantees in addition to profit from business being channelled into energy transition.

",Business
It sends mixed signals: US envoy on India's PC import curbs,"US Ambassador to India Eric Garcetti said the restrictions imposed by the Indian government on import of electronics like laptops and PCs is a ""tax on doing business"" in India. Many US companies are saying that the decision sends mixed signals, Garcetti stated. He added that the US government is engaged with India to understand the purpose of the move.",Business
Revamped I-T Dept website with user-friendly interface launched,"The Income Tax (I-T) Department on Saturday launched a revamped version of its national website 'www.incometaxindia.gov.in' with a user-friendly interface, value-added features and new modules. The website has been revamped to enhance taxpayer's experience and keep pace with new technology, CBDT stated. The new functionalities let users compare different Acts, sections, rules and tax treaties.
",Business
Vedanta planning to list all or some businesses: Chairman Agarwal,"Billionaire Vedanta Chairman Anil Agarwal said the conglomerate is considering separately listing all or some of its businesses, based on feedback from advisors. ""This means if you have one share of Vedanta, you will have many shares of other companies,"" Agarwal said. Different businesses will help the independent leadership to grow the business to the highest levels, he added.",Business
Driving slowly on expressway more dangerous: Vikas Malu's lawyer on Rolls-Royce crash,"Kuber Group owner Vikas Malu's lawyer argued that driving slowly on an expressway is ""more dangerous"" after Malu was injured in a crash incident involving his Rolls-Royce and a petrol tanker on Delhi-Mumbai Expressway in Haryana. He, however, insisted that Malu hadn't instructed the driver to drive fast or slow. The crash resulted in tanker driver and his helper's death.",Business
"China's Ant Group sells 3.6% stake in Paytm for ₹2,037 crore","Antfin, the Netherlands-based arm of Chinese fintech giant Ant Group, has sold a 3.6% stake in Paytm for ₹2,037 crore. The shares were offloaded in 14 tranches at an average price of ₹895.2 apiece, according to the block deal data on BSE. Recently, Paytm CEO Vijay Shekhar Sharma had agreed to buy a 10.3% stake in the company from Antfin.",Business
India to have one of the largest working-age populations by 2030: McKinsey,"India, China and Indonesia will be three of five economies with the world's largest working-age populations among G20 countries by 2030, consulting firm McKinsey said in a report. This highlights the fact that the world might be seeing the economic geography shifting toward Eastern nations, McKinsey said in its Driving Sustainable and Inclusive Growth in G20 Economies report.",Business
Why is Germany being called 'the sick man of Europe'?,"Germany is being called 'the sick man of Europe' by some economists as the country's economy stagnated in the second quarter after entering recession in the previous quarter. The country is also battling an industrial slowdown and high inflation. Meanwhile, some economists rejected Germany's 'sick man' label, which is used to describe countries in Europe experiencing economic difficulties.",Business
"Why is France spending ₹1,780 crore to destroy wine?","France is allocating €200 million (over ₹1,780 crore) to destroy surplus wine. The move comes amid falling demand for wine as more people switch to beer. This has resulted in over-production and a sharp fall in wine prices, due to which the wine-makers are struggling. The move is aimed at stopping prices collapsing so wine-makers can find revenue sources again.",Business
Air India gave DGCA false reports of 13 safety point inspections,"Aviation regulator DGCA's two-member inspection team has found lapses in internal safety audits of Air India and the matter is being probed. According to the team's inspection report, Air India was supposed to carry out regular safety spot checks. However, during a random inspection of 13 safety points, it was found that the airline prepared false reports in all cases.",Business
"Who is Vikas Malu, Kuber Group owner injured in Rolls-Royce crash in Haryana?","Vikas Malu was one of the occupants of the Rolls-Royce Phantom that crashed into a petrol tanker at high speed on Delhi-Mumbai Expressway in Haryana. Malu is the owner of Kuber Group and took charge as Director in 1993. Earlier, Malu's wife alleged that he had a role in actor Satish Kaushik's death, a claim that the businessman has denied.",Business
"Coconut vendor has no time for cash, asks for UPI: Chandrasekaran","Tata Sons Chairman N Chandrasekaran said at B20 Summit that when he goes for morning runs and wants to have coconut water, the street vendor doesn't have time to accept cash. ""[The vendor] says, 'Sir, will you pay using PhonePe or GooglePay?' So this is the normal language in the country,"" Chandrasekaran said. ""None of us carry cash,"" he added.",Business
20% export duty imposed on parboiled rice,"The government has imposed a 20% export duty on parboiled rice, which will take effect immediately, according to a government notification. Last month, the government had imposed a ban on exports of widely-consumed non-basmati white rice, following a ban on broken rice exports imposed last year. The government had also imposed a 40% export duty on onions last week.",Business
"India must be seen for its strengths, not as China alternative: FM","Finance Minister Nirmala Sitharaman on Friday was asked about the impact of the slowdown in China on India. Responding to this, she said she'd rather play the India story more for its strengths rather than choose the country just because China is not working out. However, she further added that she would keep a watch on developments in China.",Business
Dubai's DP World to invest $510 mn in Guj for container terminal,"Dubai-owned ports giant DP World will invest around $510 million to build a new container terminal at Gujarat's Kandla port. ""It'll enable the delivery of trade opportunities by connecting northern, western and central India with global markets,"" Sultan Ahmed Bin Sulayem, DP World's CEO, said after the signing of an agreement between the Deendayal Port Authority and DP World officials.",Business
Obsession with interest rates to tackle inflation has downside: FM,"Finance Minister Nirmala Sitharaman on Friday said that ""the obsession with using interest rates as the only tool to deal with inflation and not manage the supply side factors"" has its downside. This will not give a complete solution, she stated. She further added that central banks must keep in mind growth-related priorities while curbing inflation.",Business
Fed may raise rates further if inflation remains too high: Powell,"US Federal Reserve Chair Jerome Powell said the central bank is prepared to raise interest rates further if needed. ""Although inflation has moved down from its peak...it remains too high,"" Powell said, adding, ""We're prepared to raise rates further if appropriate...and intend to hold policy at restrictive level until we're confident that inflation is moving sustainably down toward our objective.""
",Business
India to become world's 3rd largest economy in few years: WEF Prez,"India will become the world's third largest economy in a few years, but it's important for the country to continue reforms, build better infrastructure, and invest in education, World Economic Forum (WEF) President Børge Brende said at B20 Summit. ""There's a great deal of optimism in India, which is also the foundation of India's Presidency of G20,"" he added.



",Business
CaratLane elevates Co-founder Avnish Anand as CEO,"Jewellery retailer CaratLane has appointed Co-founder and COO Avnish Anand as the new CEO of the company with immediate effect. This comes days after Titan announced it will buy an additional 27.18% stake in CaratLane from Co-founder Mithun Sacheti and his family for ₹4,621 crore. After completion of the deal, Titan will hold a 98.28% stake in the company.",Business
India on track to meet 7% average growth in 10 yrs: Chandrasekaran,"Tata Sons' Chairman N Chandrasekaran said India is on track to achieve 7% average growth in 10 years, adding that the country is well-placed for a key role in the global value chain. Speaking at the B20 Summit, he said, India has many things that go in its favour and ""stands as a beacon of growth, well-positioned to meet challenges"".
",Business
Team India's home matches title rights sold for ₹369.6 crore to IDFC FIRST Bank,"IDFC FIRST Bank has acquired title rights for Team India's bilateral matches at home from 2023 to 2026 for ₹369.6 crore, Hindustan Times reported. As many as 56 matches will be played across the period. The amount for which the rights have been sold translates to ₹6.6 crore/match, around 2.7 times the base value and 1.7 times the existing valuation.",Business
Kotak lists SDG priorities which must be financed on priority,"Billionaire industrialist Uday Kotak listed four priority areas related to Sustainable Development Goals (SDGs) which must be given priority for funding. ""We felt that trying to do everything is expecting too much. We've narrowed down priorities to four areas - climate change, energy, biodiversity and ocean pollution,"" Kotak said. He also recommended capacity building in domestic financial sector.",Business
SEBI submits status report in Adani-Hindenburg case before Supreme Court,"SEBI on Friday told Supreme Court it has completed its probe into whether billionaire Gautam Adani’s conglomerate violated securities laws. It said out of 24 investigations into Adani-Hindenburg issue, 22 are final and two are interim at this stage. Adani Group companies lost more than $100 billion in market value earlier this year after Hindenburg Research raised several governance concerns. ",Business
FTA with UK is expected to be announced soon: FM Sitharaman,"Finance Minister Nirmala Sitharaman said a Free Trade Agreement (FTA) with the UK is expected to be announced soon. ""We're continually making efforts for FTA with the UK, Canada and EFTA countries along with the Commerce Ministry. The speed it is going now is this year we should conclude the agreement with FTA,"" Sitharaman said while addressing the B20 Summit.",Business
Viral post says Reynolds discontinuing iconic ball pen; company denies,"Reynolds has issued a clarification after a viral post claimed that the company is discontinuing its iconic 045 fine carbure ball pen. The post on X, which claimed that the pen will no longer be available in market, garnered 2.3 million views. However, Reynolds India said, ""This news is completely inaccurate and aims to mislead readers to draw false conclusions.""",Business
Firms must keep 0.2% of profits for social development goals: Kotak,"Countries globally would need about ₹4.5 trillion over the next seven-10 years to finance their development goals, B20 India Task Force on Financing for Global Economic Recovery, Chair, Uday Kotak said on Friday. ""What we are proposing is every business contributes 0.2% of profit to social development goals which are a priority for the world,"" Kotak said.
",Business
FM refutes report claiming import tax cut on India-built EVs,"Finance Minister Nirmala Sitharaman on Friday said that there is no proposal before the Ministry to lower import duty on electric vehicles. Reuters had earlier reported citing sources that the government was working on a new electric vehicle policy that would cut import taxes for automakers that commit to some local manufacturing, as proposed by Tesla.",Business
"High inflation temporary, may not guide RBI decision: SBI Chairman","SBI Chairman Dinesh Khara said the high inflation is a temporary trend and it'll not guide RBI's upcoming policy decision. ""Inflation trend is not in the range which will probably guide the central bank...and they will be consuming data points before they go ahead...It's only for a month or two unless and until any trend is seen,"" Khara told Moneycontrol.",Business
Heineken sells Russia business for ₹90,"Dutch brewer Heineken is selling operations in Russia to the country's Arnest Group for a symbolic €1 (₹90). The transaction allows the world's second largest brewer to exit the Russian market.  Heineken announced its intention to exit Russia following the invasion of Ukraine in 2022. The deal is likely to result in a loss of €300 million, the company said.",Business
Reliance may sell additional 8-10% Reliance Retail stake: Report,"Reliance Industries may sell additional 8-10% stake in Reliance Retail Ventures Limited (RRVL) to fund expansion, retire debt and prepare for the retail arm's IPO, The Economic Times reported. The sale may take place in tranches over 12-15 months. The stake will be sold as market may not have the liquidity to absorb Reliance Retail's IPO at a $100-billion valuation.",Business
Nvidia shares at record high for 2nd time in 2 days on buyback bid,"Shares of Nvidia hit their record high for the second time in about two days on Thursday after the chipmaker announced a $25-billion stock buyback plan and record quarterly revenue. Nvidia shares rose to $502.66 on Thursday, beating its previous record high of $481.87 hit on Tuesday. Shares of the $1.16-trillion-mcap firm have risen 229.47% so far in 2023.",Business
"AI must be regulated, we need to make it possible: Tata Sons head","Tata Sons Chairman N Chandrasekaran, while speaking at the B20 Summit, said there's a need for generative artificial intelligence to be regulated. ""The question is not 'Is it possible?'. We need to work towards making it possible,"" Chandrasekaran said. ""Most of it is about building scenarios and educating because the technology is moving very fast,"" he added.",Business
Ray Dalio projects India's 10-year growth rate at 7% after Chandrayaan-3 landing,"American billionaire investor Ray Dalio projected India's 10-year economic growth rate at 7% after successful soft-landing of its lunar mission Chandrayaan-3. Stating that India ranks on top on his health index for countries, Dalio said, ""India has the right mix of ingredients...It has great potential and right leadership to catalyse it. It reminds me a lot of China in 1984.""",Business
"Jio Financial hits lower circuit for 5th day, mcap down ₹37,000 cr","Jio Financial Services' shares hit their lower circuit for the fifth consecutive day on Friday, with over 9.82 crore shares pending for sale, according to the NSE order-book data. The market capitalisation of the firm has dropped by about ₹37,000 crore since its listing to ₹1.29 lakh crore. Jio Financial's shares were trading 5% lower at ₹202.8/share at 9:24 am.",Business
"Air India pilots flag fatigue concerns, seek reduced duty gaps","An Air India pilots' union has raised fatigue concerns over flight crew rosters generated using a new fully-automated rostering tool, seeking reduced gaps between duties. ""Extended waiting periods...run counter to enhancing crew readiness and...contribute to accumulation of fatigue over time,"" the Indian Pilots Guild said in a letter to Air India safety head Henry Donohoe.",Business
Why is August 24 called the 'sickest day of the year' in US?,"August 24 is the US' 'sickest day of the year'. Most office workers call in sick on this day, a study which analysed sick leaves taken across US over five years found. Stomach issues was the most common reason cited by employees, the study said. The second most popular day for Americans to take a sick leave was February 13.",Business
"CBI books Visa Power, ex-Chairman for bank fraud of ₹1,964 crore","CBI registered an FIR against Visa Power and its ex-Chairman Vishambhar Saran in connection with an alleged bank fraud of ₹1,964 crore, officials said. CBI's action was initiated on complaint from Punjab National Bank, one of the members of a consortium of 14 lenders that have sanctioned term loans. PNB was lead bank of the consortium and sanctioned ₹394-crore loan.",Business
Billionaire George Soros-backed OCCRP planning 'exposé' on Indian firms: Report,"Hungarian-American billionaire businessman George Soros-backed Organized Crime and Corruption Reporting Project (OCCRP) is said to be planning an ""exposé"" on certain corporate houses in India, reports said. OCCRP calls itself an ""investigative reporting platform for a worldwide network of independent media centres and journalists"". It may publish a report or a series of articles, reports added.
",Business
Paytm shareholder Antfin to sell 3.6% stake via block deal: Report,"Paytm shareholder Antfin is likely to sell a 3.6% stake in the firm through a block deal on Friday as it further reduces its stake in the company, CNBC-TV18 reported. Floor price for sale is set at ₹880/share, which is a discount on Paytm's closing price of ₹904.20 on BSE on Thursday. Citi has been appointed as the deal's broker.",Business
"T-Mobile US to cut 5,000 jobs in the next 5 weeks","T-Mobile US plans to cut about 7% of its workforce or nearly 5,000 jobs in the US, the telecom giant said. The job cuts will be made in the next five weeks and will target corporate and back-office roles and some technology jobs, CEO Mike Sievert said to employees. Retail and consumer care divisions will not be impacted, it added.",Business
Equity deployed in FY23 more than half of total gross asset: Adani,"Adani Group said its various strategic initiatives have increased the company's total equity deployment to ₹2.36 lakh crore in FY23, which is more than half of the group's total gross assets. It noted that it closed the June quarter with the ""highest-ever cash balance at portfolio level of ₹42,115 crore"". This was ₹1,764 crore higher than at March quarter end.",Business
Struggling to stay afloat: SpiceJet to HC when asked to pay ₹100cr to Kalanithi Maran,"SpiceJet on Thursday told the Delhi High Court that it is struggling to stay afloat. The response came after the court asked the airline to pay ₹100 crore to its former promoter Kalanithi Maran by September 10 to prove bona fide, subject to their rights and contentions. SpiceJet added that it will make the specified payment within the prescribed timeframe.",Business
G20 ministers to reach broad consensus on all trade issues: Goyal,"Union Minister Piyush Goyal said the G20 ministers of trade and investment would be able to reach a broad consensus on all trade-related issues at the two-day meeting. G20 countries' representatives are deliberating on five priority areas of trade for growth and prosperity, trade and resilient global value chain, integrating MSMEs in global trade, logistics for trade and WTO reforms.",Business
Subway sandwich chain sold to Roark Capital,American sandwich chain Subway on Thursday announced that it has entered into a definitive agreement to be acquired by affiliates of Roark Capital. Roark is an American private equity firm with $37 billion in assets under management. The deal ended more than five decades of family ownership of Subway. The transaction price wasn't disclosed but Subway reportedly sought $10 billion.,Business
"MCA, Finance Ministry must simplify processes for engagement","Ministries of Finance and Corporate Affairs should strive for simplification of processes with a focus on a whole-of-the-country approach to maximise delivery and engagement, Union Minister Nirmala Sitharaman said. She also emphasised the need to continuously reorient policy in the cultural context and to instil a sense of ownership in decision-making, to enhance effectiveness with efficiency.",Business
"BRICS nations should create common currency for trade, investment: Brazil President",Brazil's President Luiz Inacio Lula da Silva called on BRICS nations to create a common currency for trade and investment between each other. He said this would reduce their vulnerability to dollar exchange rate fluctuations. Lula further said that he doesn't believe nations that don't use the dollar should be forced to trade in the currency.,Business
CaratLane IPO wasn't option as Titan value wouldn't rise: Sacheti,"An IPO for CaratLane wasn't an option as it wouldn't have raised shareholder Titan's value, said CaratLane Founder Mithun Sacheti, who recently sold his 27% stake to Titan. ""I think...they didn't want two jewellery businesses to be listed...and when you're in a partnership, if it doesn't add value for one partner, why should the other one do it?"" Sacheti added.",Business
RBI focused on aligning inflation to 4% target: Governor Das,"RBI Governor Shaktikanta Das said the central bank is ""firmly focused"" on aligning inflation to its target of 4%. ""The frequent incidences of recurring food price shocks pose a risk to anchoring of inflation expectations, which has been underway since September 2022,"" Das said. It's necessary to be watchful of any risk to price stability and act appropriately, he added.",Business
Proud that it was made in India: Sudha Murty on Chandrayaan-3,"Author and philanthropist Sudha Murty said she is proud that Chandrayaan-3 was made in India. ""Extremely happy and particularly proud that it was made in India,"" Murty told Moneycontrol. India's third lunar mission Chandrayaan-3 successfully landed on Moon on Wednesday. With this, India became the fourth country after Russia, the US and China to successfully soft-land a spacecraft on Moon.",Business
Pay ₹100 crore to Kalanithi Maran by September 10: HC to SpiceJet and CMD Singh,"The Delhi High Court has asked carrier SpiceJet and CMD Ajay Singh to pay ₹100 crore to former promoter of the airline Kalanithi Maran by September 10 to prove bona fide, subject to their rights and contentions. The court warned the carrier that failure to do so could also lead to Singh's arrest.",Business
"PM calls on G20 nations to restore confidence in trade, investment","While addressing G20 Trade and Investment Ministerial Meeting, PM Narendra Modi called on G20 nations to restore confidence in international trade and investment. ""India's proposal to create a generic framework for mapping global value chains is important,"" he added. He said the framework aims to assess vulnerabilities and minimise risks. Today, there's global optimism in Indian economy, he noted.",Business
Space firms' shares continue rally following Chandrayaan-3 landing,"Shares of Indian space-sector companies continued their rally on Thursday after India's latest Moon mission Chandrayaan-3 successfully soft-landed on the Moon on Wednesday. The market capitalisation of 13 such companies rose $2.5 billion this week, Bloomberg reported. Shares of Paras Defence and Centum Electronics hit their 52-week high after rising over 17% and 19% on Thursday.",Business
"Baring to sell entire 26% Coforge stake worth ₹7,400 cr: Report","Baring Private Equity Asia is likely to sell its entire 26% stake in Coforge (formerly NIIT Technologies) worth $893 million (nearly ₹7,400 crore) via a block deal on Thursday, CNBC-TV18 reported. The promoter entity is likely to offload at a floor price of ₹4,550/share, a 7.4% discount from Wednesday's closing price. Coforge's market capitalisation as of Wednesday was ₹30,900 crore.",Business
Tata Motors cleared in 2 anti-trust violation cases by CCI,"Competition regulator CCI has cleared Tata Motors in two cases related to anti-trust violations. There was ""no sufficient material"" on record for commission to infer that Tata Motors' commercial vehicles' unit engaged in the violations, CCI said in its order. The complaints had alleged that Tata Motors ""coerced its authorised dealers to order vehicles according to its whims and fancies"".",Business
Vegetable prices to decline from September: RBI Governor Das,"Vegetable prices in India have begun to soften and are likely to decline from September, Reserve Bank of India (RBI) Governor Shaktikanta Das said on Wednesday. Rising prices of vegetables and cereals led retail inflation in July to surge 7.44%, the country's highest in 15 months. RBI would be on guard to ensure that inflation doesn't remain persistent, he added.",Business
"Today, magic & science merge: Mahindra on Chandrayaan-3 landing","Mahindra Group Chairman Anand Mahindra congratulated ISRO after Chandrayaan-3 successfully landed on the Moon. He tweeted, ""Thank you, ISRO for: Teaching us how to aim for the stars...Making us believe in our own abilities."" He also tweeted, ""Today, magic and science merge and having the moon in our grasp will spark new dreams in the minds of 1.4 billion Indians.""",Business
Price stability has to be the basis of sustainable growth: RBI Guv,"RBI Governor Shaktikanta Das on Wednesday said, ""Price stability has to be the basis of sustainable growth."" He added, ""Without price stability, any growth which you try to achieve in the short term will only have a short life. So price stability is absolutely essential for maintaining the momentum of growth and sustaining the country's GDP growth.""",Business
Momentous milestone in India's space journey: Tata Sons Chairman,"Tata Sons Chairman N Chandrasekaran called the Chandrayaan-3 successfully landing on the Moon a ""proud moment for every Indian and a momentous milestone in India's space and technology journey"". ""Congratulations to Hon'ble Prime Minister Shri Narendra Modi and team ISRO. This will inspire generations,"" he added. India became the first country to soft-land spacecraft near the Moon's south pole.
",Business
"ISRO, you're indeed nation's pride: Adani on Chandrayaan-3 landing","Adani Group Chairman Gautam Adani congratulated ISRO as Chandrayaan-3 successfully landed on the Moon on Wednesday. ""@isro! You are indeed the pride of the nation. A  country's ability to execute space missions reflects her confidence and this is India's time. A historic moment for our 1.4 billion citizens as our nation's orbits continue to expand. Jai Hind,"" he tweeted.",Business
'Chand ko kehdo hum aa gaye': Vedanta Chairman on Chandrayaan-3,"Vedanta Chairman Anil Agarwal congratulated the country as Chandrayaan-3 made a soft-landing on Moon. ""Chand ko kehdo hum aa gaye…Truly a special moment for every Indian...I bow down to our scientists at ISRO for making every Indian proud...This is India's time to shine in science and technology,"" Agarwal tweeted. India became first country to soft-land spacecraft near Moon's south pole.",Business
"US 30-year mortgage rate rises to 7.31%, highest since 2000","The interest rate on US home loan last week shot to the highest since December 2000. The Mortgage Bankers Association said the average contract rate on a 30-year fixed-rate mortgage surged to 7.31% in the week ended August 18. That came after yields on the government bonds that influence home-loan rates surged to the highest since the 2007-2009 financial crisis.
",Business
People see India as untapped opportunity: Bharat Forge Joint MD,"Bharat Forge Joint MD Amit Kalyani said post-COVID-19, India has emerged as the go-to destination and many would say that the Renaissance period for Indian manufacturing sector just started. ""Everybody wants to de-risk themselves from China...People are comfortable with India. People see India...as one of the biggest untapped opportunities to grow Indian manufacturing,"" he said.
",Business
PayPal challenges HC order calling it 'payment systems operator',"PayPal moved a Delhi High Court division bench against an order that said the company was a payment system operator under the Prevention of Money Laundering Act (PMLA) and had to report suspicious foreign exchange transactions. In July, HC set aside a ₹96-lakh penalty imposed on PayPal by Financial Intelligence Unit-India for alleged non-compliance with the reporting obligations under PMLA.
",Business
Morgan Stanley fined $6.9 mn for not retaining WhatsApp messages,"UK energy regulator Ofgem has imposed a $6.88-million fine on Morgan Stanley for not recording and retaining WhatsApp messages sent by wholesale energy traders between January 2018 and March 2020. It is the first fine of its kind in the Great Britain under transparency rules. The penalty was reduced by 30% as Morgan Stanley had agreed to settle, Ofgem said.",Business
"QIA to invest ₹8,278 crore in Reliance Retail for 0.99% stake","Reliance Retail Ventures on Wednesday announced that the Qatar Investment Authority (QIA) will invest ₹8,278 crore in the company. This investment values Reliance Retail Ventures at a pre-money equity value of ₹8.278 lakh crore. QIA's investment will translate into a minority equity stake of 0.99% on a fully-diluted basis, Reliance Retail Ventures said.",Business
L&T stock hits 52-week high after winning new Middle East orders,"Larsen & Toubro (L&T) shares traded at a 52-week high on Wednesday after it announced that its construction unit's power transmission and distribution business has won new orders in the Middle East, which have been classified as ""large"". The stock has gained over 30% on a year-to-date basis. L&T stock closed 1.42% higher at ₹2,717.45 apiece on BSE.",Business
Space stocks in India add $2.5 billion in market value this week,"The stocks of Indian space-sector companies rallied ahead of the expected lunar touchdown of its Chandrayaan-3 spacecraft on Wednesday. Stocks of 13 companies that supply equipment, electronic components and other items used in space launches added over $2.5 billion in market value this week, Bloomberg reported. Gains were led by industrial gas firm Linde India which has risen over 23%.",Business
"Jio Financial's mcap falls by ₹20,000 crore in 3 trading sessions","Jio Financial Services' market capitalisation has fallen by ₹20,000 crore in the last three trading sessions. The recently-demerged company had made its market debut on Monday with an implied market capitalisation of ₹1.65 lakh crore, which has now fallen to ₹1.44 lakh crore. Additionally, Jio Financial's shares hit their 5% lower circuit limit for the third straight session on Wednesday.",Business
"We're promoting Make in India, Make for World in many sectors: PM","India is promoting 'Make in India, Make for the World' vision in sectors like IT, telecom, fintech, artificial intelligence and semiconductor, Prime Minister Narendra Modi said at the BRICS Forum Leaders' Dialogue. ""These attempts have directly had positive impact on lives of common people. Average per capita income in India has risen nearly three times in nine years,"" he added.",Business
No plans yet to set up chip manufacturing in India: Intel top exec,"Global chipmaker Intel has no plans to set up semiconductor manufacturing facilities in India anytime soon, but it's an evolving plan, Steve Long, Corporate Vice President, GM Asia Pacific Japan at Intel, told Moneycontrol. ""I would never tell you that I am not looking at setting up semiconductor manufacturing in India. Never say never,"" he added.",Business
"India removed red tape, is laying red carpet for businesses: PM","Prime Minister Narendra Modi, while addressing the BRICS Forum Leaders' Dialogue, said India has removed red tape and is laying red carpet for businesses. ""In the past few years, the reforms we've done in mission-mode have increased ease of doing business. We've reduced compliance burden...Investor confidence has risen due to implementation of GST and Insolvency and Bankruptcy Code,"" he added. ",Business
Online gaming firms fear tax liability may rise to 400% : Report,"Online gaming firms fear that they may face a ""Vodafone-like"" situation after the 28% GST imposed on the industry comes into effect as their tax liability may rise to 400%, Business Standard reported. The government had raised a retrospective tax demand of ₹7,990 crore from Vodafone after its $11-billion deal to acquire Hutchison Whampoa in 2007. ",Business
Infosys fined $77 by US' Florida over shortfall in tax payment,"Indian tech major Infosys has been fined $77 by the Florida Department of Revenue for shortfall in payment of tax, the company announced on Wednesday. ""Authority has applied higher tax rate in error. [Infosys] is in the process of requesting for rectification,"" Infosys said. ""There's no material impact on financials, operations or other activities of the company,"" Infosys added.",Business
"Shares of Vietnam's VinFast rise 109%, add $44 bn to mcap in 1 day","Shares of VinFast rose 109% and added $44 billion to the Vietnamese automotive manufacturer's market capitalisation on Tuesday. The stock's now 251% surge from an August 15 debut has vaulted VinFast's mcap back above $84 billion, making its paper value larger than General Motors and Ford Motor. VinFast's shares closed at $36.72/share on Tuesday.",Business
"FTX ex-CEO living on bread & water, didn't get vegan diet: Lawyer","FTX ex-CEO Sam Bankman-Fried is ""subsisting on bread and water"" in jail as he hasn't yet been provided with a vegan diet, which he had requested, Bankman-Fried's lawyer said. Lack of adequate food and medication is hampering Bankman-Fried's ability to prepare for October trial, his lawyer added. Bankman-Fried earlier requested to be let out five days/week to prepare for trial.",Business
Apple plans to scale up component manufacturing in India: Report,"Apple is looking at plans to scale up its component manufacturing in India and has shared the details in a meeting with top Finance Ministry officials, Moneycontrol reported quoting a top government official. ""The meeting focused on better understanding of supply chain and greater indigenisation. The overall growth of the smartphone manufacturing industry was also reviewed,"" the official said. ",Business
