Title,Article,Category
It’s a big relief: Ayushmann on success of 'Gadar 2' & 'OMG 2',"While talking about the impact of success of 'Gadar 2' and 'OMG 2' on the film industry, Ayushmann Khurrana said, ""It's a big relief."" ""What a great relief to have this 15th August as the biggest day of Hindi cinema,"" Ayushmann said. ""We've gone through that curve when people were talking about how certain films are for OTT,"" he added.",Entertainment
Left film with Akshay midway as daughter was hospitalised: Sen ,"Sushmita Sen, in an interview with Barkha Dutt, recalled leaving a film with Akshay Kumar and Kareena Kapoor midway to visit her daughter Renee Sen, who was hospitalised. ""I left and...came back to my daughter and then saw her through one week of hospitalisation and...ran back to say I'm ready for the job, but the damage was done,"" Sushmita said. ",Entertainment
"Ram Charan sends handwritten note to Allu Arjun for National Award win, actor shares pic","Allu Arjun created history by becoming the first Telugu actor to win National Film Award for Best Actor for 'Pushpa: The Rise'. As the actor took to Instagram Stories to respond to wishes, he also shared how actor Ram Charan and his wife Upasana sent him a gift along with a handwritten note. ""Thank you so much. Touched,"" he wrote.",Entertainment
Kriti Sanon visits Siddhivinayak temple after National Award win,"Actress Kriti Sanon on Saturday visited Siddhivinayak temple in Mumbai after winning the Best Actress Award for 'Mimi' at the 69th National Film Awards. The actress was accompanied by her parents and sister Nupur. In a video, Kriti can be seen distributing sweets to people after offering prayers at the temple. Kriti shares her National Award win with Alia Bhatt.",Entertainment
Liked Madhavan's 'Rocketry...' over Nolan's 'Oppenheimer': Rahman ,"AR Rahman congratulated R Madhavan after 'Rocketry: The Nambi Effect' bagged Best Feature Film award at 69th National Film Awards. He wrote on X, ""Congrats Madhavan, I still remember...impact of your movie watching at Cannes...I liked yours better than #Oppenheimer."" The Christopher Nolan directorial was based on J Robert Oppenheimer, while Madhavan's film was on ISRO scientist Nambi Narayanan.  ",Entertainment
His guards gave side-eye: Vijay on photobombing Big B during Pink,"Actor Vijay Varma recalled that once he and Taapsee Pannu photobombed Amitabh Bachchan's picture during the shooting of 2016 film 'Pink'. Vijay said he saw that Bachchan's security guards were giving him a side-eye. He further narrated how Bachchan jokingly summoned him and showed him the photos as evidence. ""He asked, 'This is what you do behind me?'"" Vijay added.",Entertainment
"Malaika unfollows Arjun's family members, shares cryptic post amid breakup rumours","Rumours of Malaika Arora and Arjun Kapoor's breakup have surfaced on social media. Malaika has reportedly unfollowed Arjun's sisters Anshula, Janhvi and Khushi on Instagram. She is also not following Arjun's father Boney Kapoor and his uncle Anil Kapoor. However, she is still following Arjun on Instagram. Malaika also shared a cryptic post amid the breakup rumours.",Entertainment
Sushant was called arrogant for prioritising Shekhar's film: Mukesh,"Mukesh Chhabra, who made directorial debut with Sushant Singh Rajput's 'Dil Bechara', revealed the late actor prioritised Shekhar Kapur's 'Paani' and said no to many films for it. Mukesh added people thought he had become ""arrogant"" because of his ""newfound stardom"". ""He was genuinely...excited about 'Paani',"" Mukesh said. The movie was shelved after Yash Raj Films backed out of it. ",Entertainment
Was fun to play pregnant in 'Made In..' after giving birth: Kalki,"While talking about shooting for 'Made In Heaven 2' after giving birth to her daughter Sappho, Kalki Koechlin said, ""It was fun to be pregnant on screen immediately after you were pregnant."" ""Living the actual experience...helped for sure,"" she added. Recalling shooting amid the pandemic, Kalki said, ""I'd shoot for two days and then we couldn't shoot for four months.""",Entertainment
I let people guess and assume: Rubina Dilaik on pregnancy rumours,"While reacting to constant rumours about her being pregnant, actress Rubina Dilaik said, ""I can't do much about it so I don't bother myself with these things."" ""As a public figure...rumours and speculations keep happening,"" Rubina said. ""I continue doing my work and I let people keep guessing and assuming,"" she added. Rubina got married to Abhinav Shukla in 2018.",Entertainment
"Lyricist Dev Kohli, who wrote songs of over 100 hit films, passes away","Lyricist Dev Kohli, who wrote songs of over 100 hit films, has passed away and his funeral will be held in Mumbai on Saturday. The veteran lyricist was in his 80s. He wrote songs for films like 'Maine Pyar Kiya', 'Baazigar', 'Judwaa 2', 'Musafir', 'Shootout At Lokhandwala' and 'Taxi No. 9 2 11' among others. ",Entertainment
"I'm at ease with Anurag Kashyap, we've been through so much: Kalki","While talking about her ex-husband Anurag Kashyap, Kalki Koechlin said she's ""very much at ease now"" with him. ""We've been through so much together and so much apart. We've reached a place of peace between us,"" she added. Kalki, who recently attended Anurag's daughter Aaliyah's engagement, said, ""Aaliyah is very cute with my daughter...[she] thinks Aaliyah is a real princess.""",Entertainment
"I've been accused of doing serious roles, I can be funny: Kay Kay","Actor Kay Kay Menon, in an interview, said that people have accused him of ""doing very serious roles"". ""But I can be seriously funny as well. It completely depends on the role I'm playing at that point of time,"" he added. Kay Kay was last seen in Raj and DK's Farzi, in which he played a gangster.",Entertainment
I will definitely do a role with a kissing scene: Hema after Dharmendra's kissing scene,"Commenting on Dharmendra's kissing scene in 'Rocky Aur Rani Kii Prem Kahaani' and if she would do a similar kind of role with a kissing scene, Hema Malini said, ""Why won't I do, I will definitely do."" ""If it is nice if it is relatable and gels with the film, maybe I can,"" she added during an interview with India.com.",Entertainment
"Used to tell Sunny Deol to do his best film, he did Gadar 2: Hema","Veteran actress Hema Malini said she used to tell Sunny Deol that he needs to do his best film now. ""He would say main karunga...and he did 'Gadar 2',"" Hema said. ""Gadar 2 is a massive success because people love Sunny a lot. They all wanted him,"" she added. Earlier, Hema praised Sunny after watching the film.",Entertainment
"Swami Om did black magic, threatened us in Bigg Boss: Gaurav","Actor Gaurav Chopra, in an interview, said that he should have never participated in 'Bigg Boss 10'. While talking about co-contestant Swami Om, who passed away in 2021, Gaurav said, ""Swami Om was scary, he did black magic, threatened us."" He added, ""It looked funny to the audience but was very bad for the contestant.""",Entertainment
1-2 Bollywood actors nowadays charge ₹100 cr/film: Jitendra on Chandrayaan-3 budget,"Minister of State for Science and Technology Jitendra Singh on Friday said, ""The cost of Chandrayaan-3 is merely [₹615 crore], whereas a Hollywood film on space and moon costs over ₹600 crore."" ""I don't see movies often nowadays but I was told by someone that one or two big actors now charge ₹100 crore per film (in Bollywood),"" Singh added.",Entertainment
'Gadar 2' to be screened at new Parliament building for 3 days,"Sunny Deol-starrer 'Gadar 2' is being screened for Lok Sabha members at the new Parliament building complex in Delhi for three days starting Friday. Director Anil Sharma shared a post of trade analyst Komal Nahta, who informed social media users about the screening. Notably, Sunny Deol is a Member of Parliament from Gurdaspur in Punjab.",Entertainment
"Drew Barrymore's stalker goes door to door looking for her in New York, arrested","Chad Michael Busto, the man who made unwelcome advances towards actress Drew Barrymore in New York during an interview earlier this week, has been arrested on suspicion of stalking. Busto also reportedly went door to door in an effort to find the actress' home in Long Island. Previously, criminal charges were levied against Busto for following actress Amber Heard.",Entertainment
I laughed my lungs out: Sushmita on being called gold digger,"Reacting to social media comments where she was called a gold digger, actress Sushmita Sen said she never got offended by such things. ""I just need people to know I'm laughing my lungs out,"" Sushmita said. ""I wasn’t...pained. It was...amusing because you call a woman...gold digger, and you're monetising that gold digger by writing stories on her,"" she said.",Entertainment
I stopped donating money to temples after OMG: Govind Namdev,"Actor Govind Namdev revealed that he stopped donating money to temples after 'OMG'. ""The other people...who saw the film stopped doing it. Instead, they now try to help those people who are really in need or are in search [of] employment,"" he said. ""In 'OMG part 1', we had pointed out...misguiding beliefs, the fear...spread by religious gurus,"" he added.",Entertainment
'Dune: Part Two' release delayed to 2024 amid Hollywood actors' strike,"Film 'Dune: Part Two' starring Timothée Chalamet and Zendaya has officially been delayed until March 15, 2024, Warner Bros announced. This comes amid a historic Hollywood shutdown as the actors' and writers' guilds are both currently on strike. The sci-fi epic war movie, directed by Denis Villeneuve, was previously set to release on November 3 this year.",Entertainment
"Yuvraj Singh and wife Hazel Keech blessed with a baby girl, share pics","Former Team India all-rounder Yuvraj Singh and his wife Hazel Keech have been blessed with a baby girl. Sharing a picture on X, Yuvraj wrote, ""Sleepless nights have become a lot more joyful as we welcome our little princess Aura and complete our family."" Yuvraj and Hazel's son Orion was born in January 2022.",Entertainment
"Was told I'd get drowned in YJHD because of Ranbir, Deepika: Kalki","As 'Yeh Jawaani Hai Deewani' completed a decade this year, actress Kalki Koechlin revealed she was warned against signing the film. ""People told me, 'You'd be drowning in this film. There are two main big actors so your part would probably be edited out',"" Kalki said. ""I knew Aditi was a character that would light up the screen,"" she added.
",Entertainment
Actor Milind Safai passes away            ,"Veteran actor Milind Safai, known for his roles in several Marathi films and shows, has passed away reportedly after battling with cancer. Actor Jaywant Wadkar had shared a post announcing his demise. Some of the films he was part of include Premachi Goshta (2013), Luckdown (2022) and Poshter Boyz (2014).",Entertainment
"My parents are eager for grandchildren, urge me to marry: Vijay","When asked about his marriage plans, actor Vijay Deverakonda said that his family members have been urging him to get married. ""My mom and dad are eager for grandchildren,"" Vijay added. He further said that he's not interested in getting married. ""That's why I jokingly suggested to them that they should get married again,"" the 'Kushi' actor stated.",Entertainment
I taught one of them chemistry: Sushmita on Salman & SRK,"When asked about who she had better chemistry with between Salman Khan and Shah Rukh Khan, Sushmita Sen said, ""They had different chemistry."" ""I taught one [of them] chemistry,"" Sushmita joked. ""I've a more friendly chemistry with Salman...and Shah Rukh and I are romance,"" she said. Sushmita added that one should never choose between the two and work with both.",Entertainment
"BTS V's female fan pulls his hair at Japan event, video surfaces","A fan aggressively pulled the hair of BTS member V, also known as Kim Taehyung, during an event in Japan. A video of the incident showing the woman pulling V's hair as he was about to get into his car has surfaced online. The security, however, intervened, letting V leave the scene safely. The incident garnered backlash from BTS fans.",Entertainment
"I stalk Zeenat Aman the most, watch films that she shares: Ananya","Calling herself a ""stalker"", actress Ananya Panday said veteran actress Zeenat Aman is the person she stalks the most on Instagram. ""If she shares throwback pictures from the set of a film, I make sure to watch that film,"" Ananya said. ""I need to know everything about everyone. This quality of my personality helps me in acting,"" she added.",Entertainment
It's funny how people make it look like we're separated: Hema Malini on Deol family,"Actress Hema Malini on Thursday said she finds it funny how people make the Deol family dynamics look like they are separated. ""We're always together...Sunny and Bobby Deol always come to home on Raksha Bandhan,"" she told Aaj Tak. She added that there was a particular reason that her family didn't attend the wedding of Sunny Deol's son Karan Deol.",Entertainment
"Sunny started weeping on phone, said 'We did it': Gadar 2 director","'Gadar 2' director Anil Sharma recalled his conversation with actor Sunny Deol on August 11, when the film released. Anil said that Sunny became very emotional on the phone and started weeping. ""I heard him cry for the first time. He said, 'Sharma ji, we did it',"" Anil said. 'Gadar 2' has collected ₹419.10 crore in two weeks.",Entertainment
Goal to end my career with greatest filmography is strong: Dulquer,"Actor Dulquer Salmaan, in an interview, said that his goal to end his career with the ""greatest filmography is still strong"". ""I'll lose sleep...if I don't have an exciting [film] lineup,"" he said. ""The films will outlive you...I don't want to sign films for the sake of it,"" Dulquer added. His film 'King of Kotha' released on August 24.",Entertainment
Imran Khan posts pic of negative comments on his film after promising B'wood comeback,"Actor Imran Khan took to Instagram and shared screenshots of negative comments he received for his film 'Break Ke Baad' and said that earlier he was ""only able to look at things from a negative mindset"". He also shared positive comments he received from his fans and wrote, ""I never valued the voices that loved...I won't make that mistake again.""",Entertainment
"Was nervous, not too comfortable with Hindi: Ananya on 'Dream..'","When asked about her reaction on getting 'Dream Girl 2', Ananya Panday said she was ""definitely nervous"" because there were ""comedy legends"" in the film. Ananya added she had to be ""authentic"" and had to work hard on the language as she ""isn't that comfortable with Hindi"". She further said, ""I didn't want to stick out like a sore thumb.""",Entertainment
TikTok star VonViddy dies by suicide aged 32 after posting 'last wishes' video,"TikTok star VonViddy, also known as Joseph Muchlinski, has allegedly died by suicide at the age of 32, days after sharing a video of his last wishes. In the video, he stated that he wished to be remembered as a creator and not an addict. ""He fought a long and really terrible battle with his mental illness,"" his sister said.",Entertainment
"5 yrs of pain, blood, sweat: Madhavan on Rocketry's National Award","Actor R Madhavan, whose directorial debut 'Rocketry: The Nambi Effect' won National Award for Best Feature Film, called the win the ""ultimate reward"". Madhavan portrayed ex-ISRO scientist Nambi Narayanan in the film. ""Five years of agony, pain, blood and sweat vanished in that one second when we...saw [Nambi Sir's] face this morning,"" he added.",Entertainment
Kangana Ranaut reacts to 'Thalaivii' not getting National Award,"Taking to her Instagram Stories, Kangana Ranaut reacted to her 2021 film 'Thalaivii' not getting an award at the 69th National Film Awards. ""Art is subjective and I truly believe...the jury did their best,"" Kangana wrote. ""All of you who are disappointed that...Thalaivii didn't win any...please know I'm eternally grateful for whatever Krishna gave and didn't give me,"" she added.",Entertainment
Pankaj Tripathi dedicates his National Award to late father,"Actor Pankaj Tripathi dedicated his National Award for Best Supporting Actor for 'Mimi' to his late father Pandit Banaras Tiwari. Pankaj's father passed away on August 21 at the age of 99. ""I'm who I'm today because of him. I'm in a loss of words due to this time but I'm happy and grateful to the team,"" Pankaj added.",Entertainment
I'd have loved a Nat'l Award for acting in The Kashmir Files: Kher,"While talking about 'The Kashmir Files' winning the Nargis Dutt Award for Best Film on National Integration at the 69th National Film Awards, Anupam Kher said, ""I'd have loved to win a National Award for my acting, too."" ""I'm very objective when it comes to performance and The Kashmir Files was one of my best performances,"" Kher added. ",Entertainment
"Omar mocks National Integration award for The Kashmir Files, Vivek Agnihotri reacts","Former J&K CM Omar Abdullah mocked The Kashmir Files after it won the Nargis Dutt award for best film on national integration as the 69th National Film Awards were announced on Thursday. The film's director Vivek Agnihotri replied, ""This is the biggest award coming from you Omar Abdullah. If you had commented otherwise, I'd have been very disappointed. Thanks again."" ",Entertainment
Sidharth thanks Vikram Batra's family for Shershaah's Nat'l Award,"After his 2021 film 'Shershaah' won Special Jury Award at the 69th National Film Awards, actor Sidharth Malhotra thanked the family of late Captain Vikram Batra. ""Where it all started, thank you to Vishal Batra and family for trusting us to tell this braveheart's story,"" Sidharth wrote on Instagram. The film also starred Kiara Advani.",Entertainment
I dedicate the National Award to Irrfan: Shoojit on 'Sardar Udham',"'Sardar Udham' director Shoojit Sircar said that he didn't expect the film to win five awards at the 69th National Film Awards. ""On my behalf, my producer friend Ronnie Screwvala's behalf...and also on Vicky Kaushal's behalf I really want to dedicate this National Award to Irrfan Khan, as he was supposed to play Sardar Udham,"" Shoojit added.",Entertainment
I don't take moments like these lightly: Alia Bhatt on winning Best Actress National Award,"Penning a note after winning the Best Actress National Film Award along with Kriti Sanon, Alia Bhatt wrote, ""I am so grateful...I do not take moments like these lightly...I hope to continue to entertain for as long as I can."" Alia also congratulated Kriti, writing, ""So so well deserved...Shine on you star...The world is your oyster.""",Entertainment
I'm too happy: Bhansali as 'Gangubai...' wins five National Awards,"Filmmaker Sanjay Leela Bhansali said he is ""too happy"" after 'Gangubai Kathiawadi' won five National Film Awards, including Best Actress honour for Alia Bhatt. ""I'm happy for everybody who has won...Good cinema gets acknowledged and a pat on the back from the government, and nationally and from a respectful jury, it always brings you joy,"" Bhansali told PTI. ",Entertainment
1st time Telugu hero got National Award: Pushpa maker on Allu Arjun,"'Pushpa: The Rise' producer Naveen Yerneni said the film's team is happy and proud of Allu Arjun, who has won National Award for Best Actor for his performance in the 2021 release. ""I'm so happy, feels extraordinary. It's...first time a Telugu hero got this award in the past 69 years...I'm so happy that it happened [with] our film,"" Naveen shared. ",Entertainment
Vikram Batra's brother reacts to Shershaah's National Award win,"Late Captain Vikram Batra's brother Vishal Batra reacted to Shershaah's Special Jury Award at the 69th National Film Awards. ""It's a matter of great pride...My love and appreciation to Karan [Johar, the producer], Kiara [Advani] and Sidharth Malhotra who portrayed Vikram's life on screen so beautifully,"" he said. The 69th National Film Awards winners were announced on August 24. ",Entertainment
Can't believe this happened: Kriti on National Award win for Mimi,"Kriti Sanon, who won National Award for Best Actress for 'Mimi', said she's ""almost emotional"" and ""cannot believe"" that she won the award. ""It's still sinking in...I'm pinching myself. It's a big moment for me and my entire family...I actually have no words, I'm speechless,"" Kriti shared. She added that she called 'Mimi' director Laxman Utekar to share her happiness.",Entertainment
National Award for 'Kashmir Files' validated our hard work: Vivek,"The Kashmir Files won the Nargis Dutt Award for Best Feature Film on National Integration at the 69th National Film Awards. Vivek Agnihotri said that the film's win ""validated"" the team's hard work. He dedicated the National Award to ""victims of terrorism, especially...Kashmiri Hindus"". ""The terrorism that Kashmiri Hindus, Sikhs, Christians...Muslims have faced, the film is their voice,"" he said.",Entertainment
Feel quite proud: Shoojit on Sardar Udham winning National Award,"Shoojit Sircar's 'Sardar Udham' won Best Hindi Film (Feature) award at the 69th National Film Awards. Shoojit said, ""It's a national recognition and you feel quite proud...I'm just thankful to the jury that they thought this film deserves it. So, thank you and I'm happy."" The film also won Best Cinematography, Best Costume Designer, Best Production Design and Best Audiography. ",Entertainment
"Pushpa team celebrates Allu Arjun's National Award win, video out","Pushpa: The Rise's team shared a video in which director Sukumar, producer Allu Aravind and others celebrated Allu Arjun's National Award win. The actor won Best Actor award at the 69th National Film Awards, which were announced on Thursday. Allu Arjun became the first Telugu actor to win the award. Jr NTR, Chiranjeevi, SS Rajamouli and others congratulated the actor.",Entertainment
"Parts of England were racist, discriminated for skin colour: Apte","Radhika Apte recalled being discriminated against her skin colour when she visited England for the first time. ""A lot of parts of England...were very racist, I mean they still are very racist sometimes,"" Apte shared. Talking about her 'Made In Heaven 2' role, the actress said Neeraj Ghaywan's experiences helped her in order to portray the character of Pallavi Menke.",Entertainment
SRK said 'Don't worry': Sham Kaushal on 'Om Shanti Om' fire scene,"Stunt director Sham Kaushal recalled shooting the fire sequence in 'Om Shanti Om' with Shah Rukh Khan. Kaushal told India Today that he explained to SRK about the sequence and he replied, ""Paaji tension na le, main aisa nikal jaunga (Brother, don't worry. I'll just sneak out)."" He spoke about how SRK always coordinates with the stunt team and actors.",Entertainment
Makers should've had etiquette to ask me: Composer Uttam on Gadar 2,"Gadar's music composer Uttam Singh said he wasn't called for 'Gadar 2'. ""They've used two of my songs...I've also heard that they've used the background music that I composed. They should...have the etiquette to ask me once...talk to me before using my songs,"" Uttam told Amar Ujala. Uttam had composed 'Main Nikla Gaddi Leke' and 'Udd Jaa Kaale Kaava'. ",Entertainment
Who won what at the National Film Awards announced today?,'RRR' was named Best Popular Film Providing Wholesome Entertainment at 69th National Film Awards. Nikhil Mahajan bagged best director award for Marathi film 'Godavari'. Prem Rakshith bagged the best choreographer award for 'RRR'. Assamese movie 'Anunaad-The Resonance' was named Best Film on Social Issues. Kaala Bhairava bagged Best Male Playback Singer award for 'RRR' song Komuram Bheemudo.,Entertainment
'The Kashmir Files' wins Nargis Dutt award for best film on national integration,"'The Kashmir Files' won the Nargis Dutt award for best film on national integration as the 69th National Film Awards 2023 were announced on Thursday. Pankaj Tripathi won the award in the Best Supporting Actor category for 'Mimi', while Pallavi Joshi won the award in the Best Supporting Actress category for 'The Kashmir Files'. 'Rocketry' won the Best Feature Film.",Entertainment
Was teary-eyed: Anupam on moment when Chandrayaan-3 landed on Moon,"Actor Anupam Kher reacted to Chandrayaan-3's landing on Moon and described how he was ""literally in tears"" when he saw the live telecast of the moment. ""We're the first nation to reach South Pole (of Moon)...I've never been as happy as I am now...I bow down and salute...the ISRO scientists,"" Kher shared. Chandrayaan-3 landed on Moon on Wednesday.",Entertainment
"Allu Arjun wins 'Best Actor', Alia & Kriti win 'Best Actress' at National Film Awards","The 69th National Film Awards were announced on Thursday and Alia Bhatt and Kriti Sanon shared the award for 'Best Actress' for their films 'Gangubai Kathiawadi' and 'Mimi', respectively. Allu Arjun won 'Best Actor' award for 'Pushpa: The Rise'. Pallavi Joshi won 'Best Supporting Actress' award for 'The Kashmir Files' and Pankaj Tripathi won 'Best Supporting Actor' award for 'Mimi'.",Entertainment
'Rocketry: The Nambi Effect' wins Best Feature Film National Award,"R Madhavan directorial 'Rocketry: The Nambi Effect' has won the National Award for Best Feature Film at the 69th National Film Awards. Meanwhile, 'Sardar Udham' won the National Award in Best Hindi Film category and 'Chhello Show' was named the Best Gujarati Film and '777 Charlie' was named the Best Kannada Film.",Entertainment
"Always had eye for fashion, styled my father for events: Dulquer","Dulquer Salmaan said he always had an eye for fashion since he was a kid as his father Mammootty was a ""big fashionable movie star"". ""I...loved seeing what he wore...When I was working in Dubai, if my father was there for any event, I'd style him...When I became an actor, it was important for me to be presentable,"" he shared. ",Entertainment
"No actor finalised for Khalnayak 2, still working on script: Ghai","Filmmaker Subhash Ghai, reacting to the reports of casting for 'Khalnayak 2', clarified that his production house hasn't signed any actor for the film. ""We've been working on its script for...last three years with no immediate plan to go on the floor,"" Ghai wrote on X, which was formerly called Twitter. 'Khalnayak' (1993) recently completed 30 years of its release.",Entertainment
I hope s**t about me doesn't reach mom: Kusha on dating rumours,"Actress Kusha Kapila has reacted to rumours saying that she is dating actor Arjun Kapoor after her separation from Zorawar Ahluwalia. Taking to her Instagram broadcast channel, she said, ""Every time I read s**t about myself I just hope and pray that my mother doesn't read all this. Her social life has taken a big hit.""",Entertainment
OTT to show 'OMG 2' version that censor board didn't want people to see: Director Amit Rai,"'OMG 2' director Amit Rai has said that OTT will show the version of the film that censor board didn't want people to see. ""The public has seen the film and given their verdict. If the censor board doesn’t understand it, what do we say?"" he added. 'OMG 2' was granted 'A' certificate from the censor board.",Entertainment
I can't live life if I take this pressure: Karan on marriage plans,"Actor Karan Kundrra said that he can't live his life if he takes the pressure of marriage. ""To be honest, if I start taking pressure, then I won't be able to outperform...I have to worry about so many other things rather than the pressure...[I am] wise enough to know when what should happen,"" he added. 
",Entertainment
Nolan apologised for my role's size while offering Oppenheimer: Pugh,"Actress Florence Pugh, in an interview, revealed that director Christopher Nolan apologised to her while offering her 'Oppenheimer' for the size of her role. ""Chris really...wanted me to know that it wasn't a very big role...I was like, 'Doesn't matter. Even if I'm a coffee maker at a cafe in the back of the room, let's do it',"" Florence said.",Entertainment
"Miss mom when I hear Chandrayaan, dad called her Chandra: Kailash","Singer Kailash Kher said that he sometimes misses his mother when he hears the name ""Chandrayaan"". He said that his mother's name was Chandrakanta and his father used to call her Chandra. In a video that surfaced online, he also sang a song after Chandrayaan 3's landing on the moon which happened on the evening of August 23.",Entertainment
Kajol to star in Ibrahim Ali Khan's Bollywood debut film: Report,"Actress Kajol will reportedly have a ""crucial role"" in Saif Ali Khan's son Ibrahim Ali Khan's Bollywood debut, which is titled 'Sarzameen'. The film will be directed by Kayoze Irani, son of Boman Irani, and will be produced by Karan Johar. About Ibrahim, the source said, ""He's very warm...He has zero attitude...He reminds everyone of Saif Ali Khan.""",Entertainment
I'd step back if not paid well but asked to work 26 days: Bharti,"Comedian Bharti Singh has said that if she's not paid at least 25% of what she used to charge before the COVID-19 pandemic, she won't work. ""But if you ask me to give 26 days in a month to a show...and I am not even being paid well for it...I would prefer to take a step back,"" the comedian added. ",Entertainment
"Dulquer asked about a scene, I said 'Aren't you a star?': Shabeer","'King of Kotha' actor Shabeer Kallarakkal recalled how Dulquer Salmaan had once asked him if he's okay with how the actor was approaching a scene. ""[He asked], 'Shabeer, does this scene work for you?' My first reaction was, 'Aren't you a star? Why are you talking to me like this?' It felt like theatre to me,"" Shabeer shared. 
",Entertainment
I was signed for Karan Johar's Takht but it got shelved: Manish,"Actor Manish Wadhwa, who played antagonist in Sunny Deol-starrer 'Gadar 2' and Shah Rukh Khan-starrer 'Pathaan', revealed he was signed for Karan Johar's 'Takht'. Manish said he was called by the casting team for 'Pathaan' after 'Takht' got shelved. ""I consider myself extremely fortunate that I could be a part of two of the biggest hits of 2023,"" he added.",Entertainment
"We haven't finalised wedding venue, Italy is just an option: Tej","Actor Varun Tej, who got engaged to actress Lavanya Tripathi earlier this year, shared that they haven't finalised their wedding venue and Italy is just one of the options. Reportedly, the two are set to get married in November. ""She's always calm and composed...And that aspect of her has rubbed off on me...made me...mature and wiser,"" Varun said about Lavanya.",Entertainment
It'd be over if Big B got shot in Afghanistan: Manoj on 'Khuda..',"Film producer Manoj Desai recalled shooting for 'Khuda Gawah' in war-torn Afghanistan with actors Amitabh Bachchan and Sridevi. ""If Amitabh Bachchan had gotten shot with one bullet...it would all have been over. If Sridevi would have been shot, it would be over. Because there was a war going on,"" the producer said, adding he got a warning from Bachchan's mother. ",Entertainment
It was not a setback for me: Puneet on 'Bigg..' eviction on day 1,"Puneet Superstar has said that being evicted from 'Bigg Boss OTT 2' house within 24 hours did not come as a setback for him. ""Such things have happened with me lakhs of times. I've gone through so much in life to just be viral on social media that all this doesn't bother or affect me,"" Puneet further said. ",Entertainment
